"CODIGOMATERIA","MATERIA","CLASIFMATERIA","TIPOMATERIA","CARRERA","NIVEL","TIPO_MATERIA_MALLA"
FICT03558      ,"DRENAJE, VENTILACIÓN Y ALUMBRADO",G,T,Ingeniería de Minas,"400II",M
FICT03566      ,PREPARACIÓN MECÁNICA,G,T,Ingeniería de Minas,"400I",M
FICT03574      ,MAQUINARIA MINERA,G,T,Ingeniería de Minas,"300I",M
FICT03582      ,GEOHIDROLOGÍA DE MINAS,G,T,Ingeniería de Minas,"400I",M
FICT03590      ,MINERALURGIA,G,T,Ingeniería de Minas,"400II",M
FICT03616      ,METALURGIA EXTRACTIVA,G,T,Ingeniería de Minas,"500I",M
FICT03624      ,GESTIÓN AMBIENTAL MINERA,G,T,Ingeniería de Minas,,L
FICT03640      ,PROYECTOS GEOMINEROS,G,T,Ingeniería de Minas,,L
FICT03657      ,LEGISLACIÓN MINERA Y AMBIENTAL,G,T,Ingeniería de Minas,,L
FICT03665      ,GEOLOGÍA GENERAL (2005),G,T,Ingeniería de Petróleo,"300I",M
FICT03665      ,GEOLOGÍA GENERAL (2005),G,T,Tecnología Petrolera,,L
FICT03673      ,MATEMÁTICAS SUPERIORES PARA ING. EN GEOCIENCIAS,G,T,Ingeniería de Petróleo,"400I",M
FICT03673      ,MATEMÁTICAS SUPERIORES PARA ING. EN GEOCIENCIAS,G,T,Ingeniería en Geología,,L
FICT03681      ,PERFORACIÓN DIRECCIONAL,G,T,Ingeniería de Petróleo,"400I",M
FICT03699      ,GEOLOGÍA ESTRUCTURAL Y DEL PETRÓLEO,G,T,Ingeniería de Petróleo,"300II",M
FICT03707      ,SIMULACIÓN NUMÉRICA DE YACIMIENTO I,G,T,Ingeniería de Petróleo,"500II",M
FICT03715      ,ECONOMÍA PETROLERA,G,T,Ingeniería de Petróleo,"500I",M
FICT03723      ,FORMULACIÓN Y EVALUACIÓN DE  PROYECTOS(PETRÓLEO),G,T,Ingeniería de Petróleo,,L
FICT03731      ,DISEÑO DE TANQUES,G,T,Ingeniería de Petróleo,,L
FICT03749      ,SEDIMENTOLOGÍA,G,T,Ingeniería de Petróleo,,L
FICT03756      ,TRATAMIENTO DE AGUAS (PETRÓLEO),G,T,Ingeniería de Petróleo,,L
FICT03756      ,TRATAMIENTO DE AGUAS (PETRÓLEO),G,T,Tecnología Petrolera,,L
FICT03764      ,SISTEMA DE MANEJO AMBIENTAL,G,T,Ingeniería de Petróleo,,L
FICT03806      ,GEOLOGÍA PRÁCTICA,G,P,Ingeniería en Geología,"200II",M
FICT03814      ,FOTOGEOLOGÍA (2005),G,T,Ingeniería en Geología,"400I",M
FICT03822      ,DEPÓSITOS MINERALES,G,P,Ingeniería en Geología,"400I",M
FICT03830      ,TELEDETECCIÓN,G,P,Ingeniería de Minas,,L
FICT03830      ,TELEDETECCIÓN,G,P,Ingeniería en Geología,"500II",M
FICT03848      ,GEOLOGÍA DE SUPERFICIE,G,P,Ingeniería en Geología,"500II",M
FICT03855      ,BENEFICIO DE MINERALES,G,P,Ingeniería en Geología,,L
FICT03863      ,POLÍTICA Y LEGISLACIÓN MINERA,G,T,Ingeniería en Geología,,L
FICT03871      ,PROSPECCIÓN GEOFÍSICA AVANZADA,G,T,Ingeniería en Geología,,L
FICT03889      ,MECÁNICA DE SUELOS (GEOLOGÍA),G,T,Ingeniería en Geología,,L
FICT03897      ,EVALUCIÓN  Y RECURSOS DE SUELOS,G,T,Ingeniería en Geología,,L
FICT03905      ,EVALUACIÓN Y MITIGACIÓN DE IMPACTO AMBIENTAL,G,T,Ingeniería en Geología,,L
FICT03913      ,MICROSCOPÍA DE MINERALES OPACOS,G,P,Ingeniería en Geología,,L
FICT03921      ,SOFTWARE EN CIENCIAS GEOLÓGICAS,G,P,Ingeniería de Minas,,L
FICT03921      ,SOFTWARE EN CIENCIAS GEOLÓGICAS,G,P,Ingeniería en Geología,,L
FICT03970      ,LABORATORIO DE PETRÓLEOS,G,P,Ingeniería de Petróleo,"200II",M
FICT03970      ,LABORATORIO DE PETRÓLEOS,G,P,Ingeniería Química,,L
FICT04010      ,INTRODUCCIÓN A LA TECNOLOGÍA PETROLERA,G,T,Tecnología Petrolera,"100I",M
FICT04036      ,ASPECTOS SOBRE PERFORACIÓN Y COMPLETACIÓN DE POZOS,G,T,Tecnología Petrolera,"100II",M
FICT04051      ,LABORATORIO TECNOLÓGICO,G,P,Tecnología Petrolera,"100II",M
FICT04069      ,ESTIMULAC. Y REACONDIC.POZOS PARA TECNÓLOGOS PETROLEROS,G,T,Tecnología Petrolera,"200I",M
FICT04077      ,SISTEMAS DE PRODUCCIÓN I,G,T,Tecnología Petrolera,"200I",M
FICT04085      ,FUNDAMENTOS DE ELECTRÓNICA,G,T,Tecnología Petrolera,"200I",M
FICT04093      ,SISTEMAS P.L.C.,G,P,Tecnología Petrolera,"200I",M
FICT04101      ,INSTRUMENTACIÓN PARA TECNÓLOGO PETROLERO I,G,T,Tecnología Petrolera,"300I",M
FICT04119      ,TANQUES DE ALMACENAMIENTO,G,T,Tecnología Petrolera,"200II",M
FICT04127      ,FUNDAMENTOS SOBRE REGISTROS ELÉCTRICOS,G,T,Tecnología Petrolera,"200II",M
FICT04135      ,SISTEMAS DE PRODUCCIÓN II,G,T,Tecnología Petrolera,"200II",M
FICT04143      ,VÁLVULAS Y ACCESORIOS,G,T,Tecnología Petrolera,"200II",M
FICT04150      ,SEGURIDAD E HIGIENE INDUSTRIAL,G,T,Tecnología Petrolera,"300I",M
FICT04168      ,BOMBAS Y COMPRESORES,G,T,Tecnología Petrolera,"300I",M
FICT04176      ,FUNDAMENTOS DE ENSAYOS NO DESTRUCTIVOS,G,T,Tecnología Petrolera,"300I",M
FICT04184      ,INSTRUMENTACIÓN PARA TECNÓLOGO PETROLERO II,G,T,Tecnología Petrolera,"300II",M
FICT04192      ,SOLDADURA,G,T,Tecnología Petrolera,"300II",M
FICT04200      ,GENERADORES Y SEPARADORES,G,T,Tecnología Petrolera,"300II",M
FICT04218      ,AUTOCAD,G,P,Tecnología Petrolera,"200II",M
FICT04226      ,FUNDAMENTOS DE ELECTRICIDAD,G,T,Tecnología Petrolera,"100II",M
FICT04234      ,TECNOLOGÍA DEL GAS,G,T,Tecnología Petrolera,"100II",M
FICT04309      ,ESTRATIGRAFÍA Y GEOLOGÍA EST. APLIC. A LA INVEST. PETROLERA Y RIESGO GEOLÓGIC,G,G,Ingeniería de Petróleo,,L
FICT04309      ,ESTRATIGRAFÍA Y GEOLOGÍA EST. APLIC. A LA INVEST. PETROLERA Y RIESGO GEOLÓGIC,G,G,Ingeniería en Geología,,L
FIEC00075      ,ELECTRÓNICA I,G,T,Ingeniería Electrónica y Telecomunicaciones,"300I",M
FIEC00075      ,ELECTRÓNICA I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información",,L
FIEC00075      ,ELECTRÓNICA I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia",,L
FIEC00075      ,ELECTRÓNICA I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","300II",M
FIEC00075      ,ELECTRÓNICA I,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300I",M
FIEC00075      ,ELECTRÓNICA I,G,T,"Ingeniería en Electricidad, Especialización Potencia","300I",M
FIEC00075      ,ELECTRÓNICA I,G,T,Ingeniería en Telemática,"300I",M
FIEC00133      ,MAQUINARIA ELÉCTRICA I,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300I",M
FIEC00133      ,MAQUINARIA ELÉCTRICA I,G,T,"Ingeniería en Electricidad, Especialización Potencia","300I",M
FIEC00158      ,SISTEMAS DE POTENCIA I,G,T,"Ingeniería en Electricidad, Especialización Potencia","300II",M
FIEC00166      ,MAQUINARIA ELÉCTRICA II,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300II",M
FIEC00166      ,MAQUINARIA ELÉCTRICA II,G,T,"Ingeniería en Electricidad, Especialización Potencia","300II",M
FIEC00190      ,ELECTRÓNICA II,G,T,Ingeniería Electrónica y Telecomunicaciones,"400I",M
FIEC00190      ,ELECTRÓNICA II,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
FIEC00190      ,ELECTRÓNICA II,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400I",M
FIEC00190      ,ELECTRÓNICA II,G,T,Ingeniería en Telemática,"300II",M
FIEC00273      ,CONTROLES INDUSTRIALES ELÉCTRICOS,G,T,"Ingeniería en Electricidad, Especialización Potencia","400I",M
FIEC00281      ,LABORATORIO DE CONTROLES  INDUSTRIALES ELÉCTRICOS,G,P,"Ingeniería en Electricidad, Especialización Potencia","400II",M
FIEC00299      ,SISTEMAS DIGITALES I,G,T,Ingeniería Electrónica y Telecomunicaciones,"300I",M
FIEC00299      ,SISTEMAS DIGITALES I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","300I",M
FIEC00299      ,SISTEMAS DIGITALES I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","300I",M
FIEC00299      ,SISTEMAS DIGITALES I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","300I",M
FIEC00299      ,SISTEMAS DIGITALES I,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300I",M
FIEC00299      ,SISTEMAS DIGITALES I,G,T,"Ingeniería en Electricidad, Especialización Potencia","300I",M
FIEC00299      ,SISTEMAS DIGITALES I,G,T,Ingeniería en Telemática,"300II",M
FIEC00380      ,ANTENAS ,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
FIEC00646      ,ILUMINACIÓN E INSTALACIONES ELÉCTRICAS,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400I",M
FIEC00646      ,ILUMINACIÓN E INSTALACIONES ELÉCTRICAS,G,T,"Ingeniería en Electricidad, Especialización Potencia","400I",M
FIEC00653      ,CONTROL AUTOMÁTICO II (CF),G,T,Ingeniería Electrónica y Telecomunicaciones,,L
FIEC00679      ,LABORATORIO DE SISTEMAS DIGITALES,G,P,Ingeniería Electrónica y Telecomunicaciones,"400I",M
FIEC00679      ,LABORATORIO DE SISTEMAS DIGITALES,G,P,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
FIEC00679      ,LABORATORIO DE SISTEMAS DIGITALES,G,P,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400I",M
FIEC00679      ,LABORATORIO DE SISTEMAS DIGITALES,G,P,Ingeniería en Telemática,"400II",M
FIEC00703      ,CENTRALES ELÉCTRICAS,G,T,"Ingeniería en Electricidad, Especialización Potencia","400II",M
FIEC00711      ,ALTA TENSIÓN (CP),G,T,"Ingeniería en Electricidad, Especialización Potencia",,L
FIEC00729      ,PROPAGACIÓN,G,T,Ingeniería Electrónica y Telecomunicaciones,"400II",M
FIEC00729      ,PROPAGACIÓN,G,T,Ingeniería en Telemática,,L
FIEC00745      ,SISTEMAS DIGITALES II,G,T,Ingeniería Electrónica y Telecomunicaciones,"300II",M
FIEC00745      ,SISTEMAS DIGITALES II,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia",,L
FIEC00745      ,SISTEMAS DIGITALES II,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
FIEC00745      ,SISTEMAS DIGITALES II,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300II",M
FIEC00745      ,SISTEMAS DIGITALES II,G,T,Ingeniería en Telemática,"400I",M
FIEC00760      ,MICROPROCESADORES,G,L,Ingeniería Electrónica y Telecomunicaciones,"500I",M
FIEC00760      ,MICROPROCESADORES,G,L,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial",,L
FIEC00760      ,MICROPROCESADORES,G,L,Ingeniería en Telemática,,L
FIEC00786      ,OPERACIÓN ECONÓMICA DE SISTEMAS DE POTENCIA,G,T,"Ingeniería en Electricidad, Especialización Potencia",,L
FIEC00810      ,ESTABILIDAD DE LOS SISTEMAS DE POTENCIA(CP),G,T,"Ingeniería en Electricidad, Especialización Potencia",,L
FIEC00828      ,TRANSIENTES,G,T,"Ingeniería en Electricidad, Especialización Potencia",,L
FIEC00869      ,TELEVISION (CE),G,T,Ingeniería Electrónica y Telecomunicaciones,,L
FIEC00885      ,ELECTRÓNICA MÉDICA,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
FIEC00885      ,ELECTRÓNICA MÉDICA,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial",,L
FIEC01099      ,LABORATORIO DE ELECTRÓNICA A,G,P,Ingeniería Electrónica y Telecomunicaciones,"400I",M
FIEC01099      ,LABORATORIO DE ELECTRÓNICA A,G,P,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","400I",M
FIEC01099      ,LABORATORIO DE ELECTRÓNICA A,G,P,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400I",M
FIEC01099      ,LABORATORIO DE ELECTRÓNICA A,G,P,"Ingeniería en Electricidad, Especialización Potencia","400I",M
FIEC01099      ,LABORATORIO DE ELECTRÓNICA A,G,P,Ingeniería en Telemática,"400I",M
FIEC01180      ,SEMINARIO (ELÉCTRICA),G,T,Ingeniería Electrónica y Telecomunicaciones,,L
FIEC01180      ,SEMINARIO (ELÉCTRICA),G,T,Ingeniería en Telemática,,L
FIEC01347      ,LABORATORIO DE ELECTRÓNICA B,G,P,Ingeniería Electrónica y Telecomunicaciones,"400II",M
FIEC01347      ,LABORATORIO DE ELECTRÓNICA B,G,P,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400II",M
FIEC01388      ,ELECTRÓNICA III,G,T,Ingeniería Electrónica y Telecomunicaciones,"400II",M
FIEC01388      ,ELECTRÓNICA III,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400II",M
FIEC01495      ,SISTEMAS DE POTENCIA II,G,T,"Ingeniería en Electricidad, Especialización Potencia","400I",M
FIEC01503      ,LABORATORIO DE SISTEMAS DE POTENCIA,G,P,"Ingeniería en Electricidad, Especialización Potencia","400II",M
FIEC01511      ,MAQUINARIA ELÉCTRICA III (FP),G,T,"Ingeniería en Electricidad, Especialización Potencia",,L
FIEC01537      ,CONSTRUCCIONES ELECTRÓNICAS (FF),G,T,Ingeniería Electrónica y Telecomunicaciones,,L
FIEC01537      ,CONSTRUCCIONES ELECTRÓNICAS (FF),G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial",,L
FIEC01545      ,INTERACCIÓN HOMBRE MÁQUINA,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400II",M
FIEC01545      ,INTERACCIÓN HOMBRE MÁQUINA,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","400II",M
FIEC01545      ,INTERACCIÓN HOMBRE MÁQUINA,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","400II",M
FIEC01545      ,INTERACCIÓN HOMBRE MÁQUINA,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"400I",M
FIEC01545      ,INTERACCIÓN HOMBRE MÁQUINA,G,T,Licenciatura en Sistema de Información (EDCOM),"500I",M
FIEC01545      ,INTERACCIÓN HOMBRE MÁQUINA,G,T,Licenciatura en Sistemas de Información (FIEC),"500I",M
FIEC01552      ,LENGUAJES DE PROGRAMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","300I",M
FIEC01552      ,LENGUAJES DE PROGRAMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","300I",M
FIEC01552      ,LENGUAJES DE PROGRAMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","300I",M
FIEC01610      ,SISTEMAS DE POTENCIA III (CP),G,T,"Ingeniería en Electricidad, Especialización Potencia",,L
FIEC01693      ,PROTECCIONES ELÉCTRICAS,G,T,"Ingeniería en Electricidad, Especialización Potencia","400II",M
FIEC01735      ,ANÁLISIS DE REDES ELÉCTRICAS I,G,T,Ingeniería Electrónica y Telecomunicaciones,"200II",M
FIEC01735      ,ANÁLISIS DE REDES ELÉCTRICAS I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","200II",M
FIEC01735      ,ANÁLISIS DE REDES ELÉCTRICAS I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","200II",M
FIEC01735      ,ANÁLISIS DE REDES ELÉCTRICAS I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","200II",M
FIEC01735      ,ANÁLISIS DE REDES ELÉCTRICAS I,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","200II",M
FIEC01735      ,ANÁLISIS DE REDES ELÉCTRICAS I,G,T,"Ingeniería en Electricidad, Especialización Potencia","200II",M
FIEC01735      ,ANÁLISIS DE REDES ELÉCTRICAS I,G,T,Ingeniería en Telemática,"200II",M
FIEC01768      ,LÍNEAS DE TRANSMISIÓN Y SUBESTACIONES,G,T,"Ingeniería en Electricidad, Especialización Potencia","500I",M
FIEC01784      ,ANÁLISIS DE REDES ELÉCTRICAS II,G,T,Ingeniería Electrónica y Telecomunicaciones,"300I",M
FIEC01784      ,ANÁLISIS DE REDES ELÉCTRICAS II,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
FIEC01784      ,ANÁLISIS DE REDES ELÉCTRICAS II,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300I",M
FIEC01784      ,ANÁLISIS DE REDES ELÉCTRICAS II,G,T,"Ingeniería en Electricidad, Especialización Potencia","300I",M
FIEC01784      ,ANÁLISIS DE REDES ELÉCTRICAS II,G,T,Ingeniería en Telemática,"300I",M
FIEC01800      ,LABORATORIO DE REDES ELÉCTRICAS,G,P,Ingeniería Electrónica y Telecomunicaciones,"300II",M
FIEC01800      ,LABORATORIO DE REDES ELÉCTRICAS,G,P,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia",,L
FIEC01800      ,LABORATORIO DE REDES ELÉCTRICAS,G,P,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","300II",M
FIEC01800      ,LABORATORIO DE REDES ELÉCTRICAS,G,P,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300I",M
FIEC01800      ,LABORATORIO DE REDES ELÉCTRICAS,G,P,"Ingeniería en Electricidad, Especialización Potencia","300I",M
FIEC01800      ,LABORATORIO DE REDES ELÉCTRICAS,G,P,Ingeniería en Telemática,"300I",M
FIEC02097      ,SISTEMAS OPERATIVOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400I",M
FIEC02097      ,SISTEMAS OPERATIVOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","400I",M
FIEC02097      ,SISTEMAS OPERATIVOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","400I",M
FIEC02105      ,SISTEMAS DE INFORMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400I",M
FIEC02105      ,SISTEMAS DE INFORMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia",,L
FIEC02105      ,SISTEMAS DE INFORMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
FIEC02105      ,SISTEMAS DE INFORMACIÓN,G,T,Ingeniería en Estadística Informática,"400II",M
FIEC03012      ,ESTRUCTURAS DE DATOS,G,T,Ingeniería Electrónica y Telecomunicaciones,"200I",M
FIEC03012      ,ESTRUCTURAS DE DATOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","200II",M
FIEC03012      ,ESTRUCTURAS DE DATOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","200II",M
FIEC03012      ,ESTRUCTURAS DE DATOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","200II",M
FIEC03012      ,ESTRUCTURAS DE DATOS,G,T,Ingeniería en Telemática,"200I",M
FIEC03012      ,ESTRUCTURAS DE DATOS,G,T,Licenciatura en Redes y Sistemas Operativos,,L
FIEC03046      ,INGENIERÍA DE SOFTWARE I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400I",M
FIEC03046      ,INGENIERÍA DE SOFTWARE I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","400I",M
FIEC03046      ,INGENIERÍA DE SOFTWARE I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","400I",M
FIEC03053      ,INGENIERÍA DE SOFTWARE II,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400II",M
FIEC03053      ,INGENIERÍA DE SOFTWARE II,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","400II",M
FIEC03053      ,INGENIERÍA DE SOFTWARE II,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","400II",M
FIEC03129      ,ELECTRÓNICA DE POTENCIA I,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400I",M
FIEC03129      ,ELECTRÓNICA DE POTENCIA I,G,T,"Ingeniería en Electricidad, Especialización Potencia","400I",M
FIEC03145      ,LABORATORIO DE ELECTRÓNICA DE POTENCIA,G,P,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","500I",M
FIEC03152      ,ELECTRÓNICA DE POTENCIA II,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","500I",M
FIEC03194      ,COMUNICACIONES SATELITALES,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
FIEC03194      ,COMUNICACIONES SATELITALES,G,T,Ingeniería en Telemática,,L
FIEC03236      ,PROBABILIDADES Y PROCESOS ESTOCÁSTICOS,G,T,Ingeniería Electrónica y Telecomunicaciones,"300II",M
FIEC03236      ,PROBABILIDADES Y PROCESOS ESTOCÁSTICOS,G,T,Ingeniería en Telemática,"300II",M
FIEC03251      ,LABORATORIO DE MAQUINARIA ELÉCTRICA,G,P,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300II",M
FIEC03251      ,LABORATORIO DE MAQUINARIA ELÉCTRICA,G,P,"Ingeniería en Electricidad, Especialización Potencia","300II",M
FIEC03269      ,DISTRIBUCIÓN ELÉCTRICA I,G,T,"Ingeniería en Electricidad, Especialización Potencia","400I",M
FIEC03285      ,DISTRIBUCIÓN ELÉCTRICA II,G,T,"Ingeniería en Electricidad, Especialización Potencia","500I",M
FIEC03319      ,ORGANIZACIÓN Y ARQUITECTURA DE COMPUTADORES,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","300II",M
FIEC03319      ,ORGANIZACIÓN Y ARQUITECTURA DE COMPUTADORES,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","300II",M
FIEC03319      ,ORGANIZACIÓN Y ARQUITECTURA DE COMPUTADORES,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","300II",M
FIEC03319      ,ORGANIZACIÓN Y ARQUITECTURA DE COMPUTADORES,G,T,Ingeniería en Telemática,,L
FIEC03368      ,OPERACIÓN DE CENTROS DE CÓMPUTO (C),G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información",,L
FIEC03368      ,OPERACIÓN DE CENTROS DE CÓMPUTO (C),G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
FIEC03392      ,PROBLEMAS ESPECIALES DE INGENIERÍA EN COMPUTACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información",,L
FIEC03392      ,PROBLEMAS ESPECIALES DE INGENIERÍA EN COMPUTACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia",,L
FIEC03392      ,PROBLEMAS ESPECIALES DE INGENIERÍA EN COMPUTACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
FIEC03418      ,CONTROL AUTOMÁTICO,G,T,Ingeniería Electrónica y Telecomunicaciones,"300II",M
FIEC03418      ,CONTROL AUTOMÁTICO,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","300II",M
FIEC03418      ,CONTROL AUTOMÁTICO,G,T,"Ingeniería en Electricidad, Especialización Potencia","300II",M
FIEC03418      ,CONTROL AUTOMÁTICO,G,T,Ingeniería en Telemática,,L
FIEC03426      ,TEORÍA ELECTROMAGNÉTICA I,G,T,Ingeniería Electrónica y Telecomunicaciones,"300I",M
FIEC03426      ,TEORÍA ELECTROMAGNÉTICA I,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","200II",M
FIEC03426      ,TEORÍA ELECTROMAGNÉTICA I,G,T,"Ingeniería en Electricidad, Especialización Potencia","200II",M
FIEC03426      ,TEORÍA ELECTROMAGNÉTICA I,G,T,Ingeniería en Telemática,"300I",M
FIEC03442      ,TEORÍA ELECTROMAGNÉTICA II,G,T,Ingeniería Electrónica y Telecomunicaciones,"400I",M
FIEC03442      ,TEORÍA ELECTROMAGNÉTICA II,G,T,Ingeniería en Telemática,,L
FIEC03459      ,INTELIGENCIA ARTIFICIAL,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400II",M
FIEC03459      ,INTELIGENCIA ARTIFICIAL,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","400II",M
FIEC03459      ,INTELIGENCIA ARTIFICIAL,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","400II",M
