"COD_ESTUDIANTE","ANIO","TERMINO","DENOMINADOR","NUMERADOR"
"202101424","2021","2S",24,208.77
"202102018","2021","2S",24,191.70
"202104642","2021","2S",24,166.62
"202104840","2021","2S",24,142.23
"202105565","2021","2S",24,133.20
"201812906","2021","2S",27,261.00
"202008074","2021","2S",27,224.28
"202010047","2021","2S",27,165.96
"202010542","2021","2S",27,107.46
"202100087","2021","2S",27,220.77
"202100319","2021","2S",27,158.67
"202100434","2021","2S",27,211.05
"202100475","2021","2S",27,192.96
"202100533","2021","2S",27,208.26
"202100764","2021","2S",27,141.30
"202100871","2021","2S",27,195.75
"202101028","2021","2S",27,190.98
"202102109","2021","2S",27,184.86
"202102281","2021","2S",27,145.53
"202102679","2021","2S",27,177.75
"202102869","2021","2S",27,212.31
"202102877","2021","2S",27,210.69
"202102919","2021","2S",27,182.16
"202103016","2021","2S",27,175.59
"202103032","2021","2S",27,175.32
"202104014","2021","2S",27,157.14
"202104022","2021","2S",27,169.11
"202104055","2021","2S",27,220.41
"202104204","2021","2S",27,198.54
"202104410","2021","2S",27,187.47
"202104451","2021","2S",27,119.88
"202104956","2021","2S",27,168.75
"202104964","2021","2S",27,183.78
"202105383","2021","2S",27,207.18
"202105466","2021","2S",27,17.55
"202105763","2021","2S",27,165.06
"202105953","2021","2S",27,156.42
"202105961","2021","2S",27,167.67
"202106852","2021","2S",27,241.47
"202106928","2021","2S",27,143.91
"202100020","2021","2S",30,197.25
"202100186","2021","2S",30,170.79
"202101853","2021","2S",30,257.25
"202103735","2021","2S",30,234.09
"202104196","2021","2S",30,231.54
"201705647","2021","2S",33,274.59
"202006763","2021","2S",33,289.05
"202013355","2021","2S",33,198.72
"202100053","2021","2S",33,269.34
"202100095","2021","2S",33,250.98
"202100129","2021","2S",33,263.55
"202100202","2021","2S",33,244.56
"202100228","2021","2S",33,267.18
"202100236","2021","2S",33,230.88
"202100558","2021","2S",33,263.16
"202100707","2021","2S",33,259.77
"202100756","2021","2S",33,230.97
"202100814","2021","2S",33,224.19
"202100830","2021","2S",33,262.89
"202101010","2021","2S",33,268.80
"202101051","2021","2S",33,211.02
"202101119","2021","2S",33,225.12
"202101655","2021","2S",33,229.11
"202101739","2021","2S",33,225.42
"202101820","2021","2S",33,189.39
"202101879","2021","2S",33,234.15
"202101986","2021","2S",33,238.11
"202102075","2021","2S",33,275.34
"202102083","2021","2S",33,245.88
"202102174","2021","2S",33,256.47
"202102182","2021","2S",33,282.81
"202102224","2021","2S",33,166.86
"202102240","2021","2S",33,252.93
"202102356","2021","2S",33,260.76
"202102489","2021","2S",33,277.50
"202102497","2021","2S",33,269.10
"202102554","2021","2S",33,260.64
"202102901","2021","2S",33,240.27
"202102935","2021","2S",33,240.96
"202102984","2021","2S",33,209.10
"202103081","2021","2S",33,257.34
"202103297","2021","2S",33,260.67
"202103362","2021","2S",33,268.53
"202103404","2021","2S",33,282.18
"202103461","2021","2S",33,206.79
"202103545","2021","2S",33,272.85
"202103594","2021","2S",33,252.21
"202103651","2021","2S",33,227.88
"202103750","2021","2S",33,221.22
"202103768","2021","2S",33,276.90
"202103800","2021","2S",33,235.77
"202103826","2021","2S",33,236.01
"202103859","2021","2S",33,251.55
"202103909","2021","2S",33,268.68
"202103933","2021","2S",33,292.23
"202103990","2021","2S",33,239.28
"202104063","2021","2S",33,275.73
"202104097","2021","2S",33,191.10
"202104162","2021","2S",33,272.07
"202104188","2021","2S",33,264.15
"202104212","2021","2S",33,208.14
"202104261","2021","2S",33,198.87
"202104303","2021","2S",33,166.29
"202104352","2021","2S",33,282.81
"202104501","2021","2S",33,271.74
"202104741","2021","2S",33,217.14
"202105029","2021","2S",33,205.62
"202105037","2021","2S",33,192.81
"202105060","2021","2S",33,234.12
"202105102","2021","2S",33,270.09
"202105151","2021","2S",33,247.77
"202105250","2021","2S",33,130.77
"202105300","2021","2S",33,245.85
"202105367","2021","2S",33,205.41
"202105375","2021","2S",33,215.91
"202105607","2021","2S",33,193.68
"202105672","2021","2S",33,216.57
"202105714","2021","2S",33,225.24
"202105748","2021","2S",33,259.20
"202105755","2021","2S",33,236.46
"202105920","2021","2S",33,254.73
"202105946","2021","2S",33,281.19
"202105987","2021","2S",33,304.71
"202106019","2021","2S",33,291.12
"202106068","2021","2S",33,224.97
"202106217","2021","2S",33,278.13
"202106357","2021","2S",33,268.95
"202106472","2021","2S",33,297.60
"202106597","2021","2S",33,211.53
"202106647","2021","2S",33,238.23
"202106670","2021","2S",33,247.35
"202106696","2021","2S",33,209.49
"202106753","2021","2S",33,265.02
"202106779","2021","2S",33,293.91
"202106795","2021","2S",33,251.49
"202106845","2021","2S",33,200.94
"202106878","2021","2S",33,273.18
"202106886","2021","2S",33,258.99
"202106894","2021","2S",33,249.00
"202106902","2021","2S",33,223.74
"202106910","2021","2S",33,254.25
"202106936","2021","2S",33,266.79
"202003166","2021","2S",36,129.15
"202009957","2021","2S",36,259.02
"202010682","2021","2S",36,184.86
"202100137","2021","2S",36,268.62
"202100194","2021","2S",36,300.30
"202100269","2021","2S",36,226.98
"202100277","2021","2S",36,238.23
"202100301","2021","2S",36,225.18
"202100343","2021","2S",36,199.26
"202100350","2021","2S",36,210.60
"202100426","2021","2S",36,279.72
"202100483","2021","2S",36,235.35
"202100491","2021","2S",36,243.45
"202100525","2021","2S",36,65.16
"202100582","2021","2S",36,250.05
"202100624","2021","2S",36,299.61
"202100681","2021","2S",36,273.75
"202100715","2021","2S",36,250.53
"202100749","2021","2S",36,264.42
"202100889","2021","2S",36,268.02
"202100962","2021","2S",36,297.00
"202101135","2021","2S",36,265.41
"202101150","2021","2S",36,266.94
"202101176","2021","2S",36,257.49
"202101200","2021","2S",36,91.17
"202101259","2021","2S",36,298.59
"202101283","2021","2S",36,211.02
"202101309","2021","2S",36,285.60
"202101523","2021","2S",36,309.90
"202101531","2021","2S",36,302.04
"202101549","2021","2S",36,205.65
"202101630","2021","2S",36,287.91
"202101671","2021","2S",36,275.85
"202101788","2021","2S",36,238.50
"202101812","2021","2S",36,273.45
"202101861","2021","2S",36,226.44
"202101903","2021","2S",36,133.02
"202101911","2021","2S",36,249.66
"202101937","2021","2S",36,267.21
"202101952","2021","2S",36,258.93
"202102034","2021","2S",36,276.03
"202102091","2021","2S",36,287.64
"202102166","2021","2S",36,252.81
"202102299","2021","2S",36,263.70
"202102315","2021","2S",36,232.11
"202102398","2021","2S",36,227.07
"202102463","2021","2S",36,251.10
"202102539","2021","2S",36,292.23
"202102612","2021","2S",36,251.58
"202102653","2021","2S",36,256.77
"202102687","2021","2S",36,274.23
"202102729","2021","2S",36,254.43
"202102745","2021","2S",36,250.02
"202102786","2021","2S",36,265.41
"202102794","2021","2S",36,278.52
"202102828","2021","2S",36,275.04
"202102836","2021","2S",36,239.85
"202102976","2021","2S",36,225.21
"202103024","2021","2S",36,291.87
"202103040","2021","2S",36,261.93
"202103099","2021","2S",36,249.30
"202103149","2021","2S",36,257.94
"202103172","2021","2S",36,233.97
"202103214","2021","2S",36,168.57
"202103347","2021","2S",36,286.26
"202103370","2021","2S",36,221.94
"202103396","2021","2S",36,295.14
"202103420","2021","2S",36,316.89
"202103495","2021","2S",36,245.52
"202103511","2021","2S",36,242.76
"202103537","2021","2S",36,275.76
"202103669","2021","2S",36,254.34
"202103677","2021","2S",36,282.03
"202103701","2021","2S",36,176.31
"202103776","2021","2S",36,264.51
"202103842","2021","2S",36,285.84
"202103875","2021","2S",36,116.28
"202103917","2021","2S",36,208.68
"202103925","2021","2S",36,175.59
"202103941","2021","2S",36,239.04
"202103966","2021","2S",36,301.17
"202104006","2021","2S",36,285.69
"202104030","2021","2S",36,286.35
"202104113","2021","2S",36,299.73
"202104121","2021","2S",36,313.68
"202104147","2021","2S",36,295.05
"202104246","2021","2S",36,41.70
"202104253","2021","2S",36,301.41
"202104311","2021","2S",36,289.77
"202104360","2021","2S",36,293.79
"202104378","2021","2S",36,237.78
"202104386","2021","2S",36,300.33
"202104394","2021","2S",36,130.77
"202104402","2021","2S",36,221.76
"202104469","2021","2S",36,235.98
"202104493","2021","2S",36,255.42
"202104519","2021","2S",36,253.08
"202104527","2021","2S",36,251.79
"202104535","2021","2S",36,192.06
"202104576","2021","2S",36,290.67
"202104717","2021","2S",36,211.68
"202104816","2021","2S",36,226.08
"202104824","2021","2S",36,235.17
"202104865","2021","2S",36,289.77
"202104873","2021","2S",36,139.50
"202104907","2021","2S",36,252.39
"202104931","2021","2S",36,245.25
"202104949","2021","2S",36,227.52
"202104972","2021","2S",36,256.23
"202104980","2021","2S",36,286.38
"202105094","2021","2S",36,249.39
"202105136","2021","2S",36,233.64
"202105177","2021","2S",36,184.32
"202105235","2021","2S",36,313.77
"202105276","2021","2S",36,215.28
"202105284","2021","2S",36,244.35
"202105474","2021","2S",36,286.56
"202105482","2021","2S",36,263.28
"202105490","2021","2S",36,262.98
"202105532","2021","2S",36,211.77
"202105540","2021","2S",36,262.80
"202105557","2021","2S",36,163.26
"202105680","2021","2S",36,296.79
"202105698","2021","2S",36,276.36
"202105706","2021","2S",36,309.81
"202105797","2021","2S",36,243.18
"202105847","2021","2S",36,258.24
"202105888","2021","2S",36,290.82
"202106100","2021","2S",36,245.07
"202106258","2021","2S",36,138.15
"202106266","2021","2S",36,133.92
"202106316","2021","2S",36,247.95
"202106415","2021","2S",36,235.71
"202106423","2021","2S",36,313.02
"202106456","2021","2S",36,299.01
"202106639","2021","2S",36,283.50
"202106688","2021","2S",36,278.01
"202106704","2021","2S",36,314.37
"202106712","2021","2S",36,308.61
"202002879","2021","2S",39,184.89
"202009742","2021","2S",39,155.82
"202012209","2021","2S",39,260.13
"202100012","2021","2S",39,268.35
"202100038","2021","2S",39,303.99
"202100152","2021","2S",39,283.08
"202100251","2021","2S",39,316.08
"202100400","2021","2S",39,287.28
"202100442","2021","2S",39,289.35
"202100780","2021","2S",39,321.60
"202101218","2021","2S",39,240.18
"202101242","2021","2S",39,326.16
"202101408","2021","2S",39,272.04
"202101457","2021","2S",39,328.05
"202101887","2021","2S",39,235.71
"202102059","2021","2S",39,230.58
"202102414","2021","2S",39,300.15
"202102422","2021","2S",39,298.26
"202102513","2021","2S",39,274.74
"202102737","2021","2S",39,304.20
"202102760","2021","2S",39,336.96
"202103008","2021","2S",39,300.63
"202103156","2021","2S",39,252.60
"202103230","2021","2S",39,259.20
"202103503","2021","2S",39,265.83
"202103743","2021","2S",39,267.36
"202104089","2021","2S",39,301.86
