"COD_ESTUDIANTE","ANIO","TERMINO","DENOMINADOR","NUMERADOR"
"202290136","2022","2S",6,34.38
"202290144","2022","2S",6,0.00
"202290151","2022","2S",6,8.22
"202290169","2022","2S",6,0.00
"202290177","2022","2S",6,17.64
"202290185","2022","2S",6,43.68
"202290029","2022","2S",9,37.53
"202290193","2022","2S",9,65.52
"202211314","2022","2S",12,76.68
"200109098","2022","2S",14,120.95
"200513075","2022","2S",14,0.00
"202290060","2022","2S",18,144.00
"202290011","2022","2S",21,130.77
"202004990","2022","2S",24,161.67
"202205381","2022","2S",24,147.00
"202207155","2022","2S",24,121.74
"202209342","2022","2S",24,176.34
"202213260","2022","2S",24,121.95
"202214128","2022","2S",24,68.94
"202215182","2022","2S",24,182.10
"202216099","2022","2S",24,147.30
"202216206","2022","2S",24,173.40
"202250023","2022","2S",24,183.30
"201169530","2022","2S",27,112.59
"202206991","2022","2S",27,207.00
"202207130","2022","2S",27,119.88
"202207163","2022","2S",27,147.96
"202207247","2022","2S",27,186.30
"202207353","2022","2S",27,211.77
"202207460","2022","2S",27,184.86
"202207551","2022","2S",27,159.48
"202207619","2022","2S",27,35.10
"202208294","2022","2S",27,154.62
"202208302","2022","2S",27,212.67
"202208328","2022","2S",27,205.38
"202208674","2022","2S",27,211.23
"202208765","2022","2S",27,119.70
"202208823","2022","2S",27,154.08
"202209086","2022","2S",27,201.96
"202209227","2022","2S",27,224.55
"202209243","2022","2S",27,230.22
"202209425","2022","2S",27,189.09
"202209482","2022","2S",27,148.23
"202210118","2022","2S",27,208.86
"202210621","2022","2S",27,159.30
"202210647","2022","2S",27,136.44
"202210902","2022","2S",27,138.33
"202211009","2022","2S",27,164.16
"202211074","2022","2S",27,164.79
"202211652","2022","2S",27,145.71
"202211819","2022","2S",27,134.46
"202211850","2022","2S",27,204.12
"202212031","2022","2S",27,209.25
"202212049","2022","2S",27,226.44
"202212197","2022","2S",27,161.73
"202212494","2022","2S",27,190.62
"202212965","2022","2S",27,220.05
"202212999","2022","2S",27,218.16
"202213138","2022","2S",27,197.37
"202213179","2022","2S",27,153.36
"202213203","2022","2S",27,178.20
"202213492","2022","2S",27,72.63
"202213781","2022","2S",27,214.65
"202213831","2022","2S",27,161.28
"202213997","2022","2S",27,234.99
"202214037","2022","2S",27,199.62
"202214052","2022","2S",27,126.27
"202214060","2022","2S",27,135.90
"202214102","2022","2S",27,134.37
"202214136","2022","2S",27,180.09
"202214789","2022","2S",27,182.25
"202214797","2022","2S",27,198.09
"202214805","2022","2S",27,218.43
"202215315","2022","2S",27,88.56
"202215422","2022","2S",27,216.27
"202215588","2022","2S",27,140.94
"202215596","2022","2S",27,169.74
"202215620","2022","2S",27,151.74
"202215711","2022","2S",27,175.32
"202215885","2022","2S",27,110.25
"202215935","2022","2S",27,162.36
"202215992","2022","2S",27,4.05
"202216065","2022","2S",27,178.02
"202216123","2022","2S",27,151.92
"202216172","2022","2S",27,164.61
"202250015","2022","2S",27,175.59
"202204434","2022","2S",30,149.82
"202207056","2022","2S",30,255.72
"202208146","2022","2S",30,233.94
"202209060","2022","2S",30,215.46
"202210431","2022","2S",30,194.43
"202210951","2022","2S",30,184.02
"202211140","2022","2S",30,252.48
"202214086","2022","2S",30,186.78
"200500320","2022","2S",33,2.61
"202207049","2022","2S",33,219.27
"202207064","2022","2S",33,36.03
"202207106","2022","2S",33,193.08
"202207122","2022","2S",33,170.85
"202207288","2022","2S",33,194.28
"202207445","2022","2S",33,246.06
"202207478","2022","2S",33,206.43
"202207494","2022","2S",33,232.95
"202207718","2022","2S",33,227.01
"202207767","2022","2S",33,255.66
"202207973","2022","2S",33,202.23
"202208070","2022","2S",33,233.40
"202208096","2022","2S",33,230.73
"202208401","2022","2S",33,225.81
"202208732","2022","2S",33,255.24
"202208849","2022","2S",33,238.68
"202208898","2022","2S",33,197.40
"202208930","2022","2S",33,257.70
"202209045","2022","2S",33,297.63
"202209052","2022","2S",33,195.51
"202209144","2022","2S",33,180.66
"202209151","2022","2S",33,245.25
"202209177","2022","2S",33,319.47
"202209284","2022","2S",33,271.32
"202209334","2022","2S",33,259.23
"202209375","2022","2S",33,268.14
"202209383","2022","2S",33,192.12
"202210589","2022","2S",33,197.73
"202210829","2022","2S",33,164.19
"202210837","2022","2S",33,211.98
"202210852","2022","2S",33,265.23
"202210928","2022","2S",33,195.33
"202211041","2022","2S",33,272.37
"202211066","2022","2S",33,292.11
"202211116","2022","2S",33,265.53
"202211181","2022","2S",33,222.45
"202211207","2022","2S",33,188.64
"202211215","2022","2S",33,272.94
"202211264","2022","2S",33,266.67
"202211272","2022","2S",33,226.89
"202211363","2022","2S",33,233.22
"202211397","2022","2S",33,166.29
