"COD_ESTUDIANTE","ANIO","TERMINO","DENOMINADOR","NUMERADOR"
"202504742","2025","1S",18,80.73
"202510608","2025","1S",18,114.66
"202507513","2025","1S",21,122.94
"202503280","2025","1S",24,183.93
"202504536","2025","1S",24,136.80
"202505319","2025","1S",24,184.38
"202505582","2025","1S",24,189.42
"202506002","2025","1S",24,198.96
"202506150","2025","1S",24,183.48
"202506168","2025","1S",24,183.54
"202507984","2025","1S",24,197.25
"202510111","2025","1S",24,149.91
"202510616","2025","1S",24,170.58
"202510988","2025","1S",24,192.21
"202215638","2025","1S",27,136.62
"202305918","2025","1S",27,221.40
"202317343","2025","1S",27,67.14
"202410692","2025","1S",27,200.07
"202500021","2025","1S",27,215.64
"202500039","2025","1S",27,196.38
"202500229","2025","1S",27,202.23
"202500245","2025","1S",27,232.29
"202500443","2025","1S",27,196.65
"202500542","2025","1S",27,170.82
"202500575","2025","1S",27,199.98
"202500617","2025","1S",27,199.08
"202500765","2025","1S",27,164.16
"202500773","2025","1S",27,168.75
"202500799","2025","1S",27,107.64
"202500856","2025","1S",27,176.58
"202500906","2025","1S",27,151.83
"202500930","2025","1S",27,195.21
"202500948","2025","1S",27,168.39
"202501029","2025","1S",27,186.93
"202501060","2025","1S",27,226.98
"202501227","2025","1S",27,168.48
"202501235","2025","1S",27,227.52
"202501334","2025","1S",27,162.81
"202501391","2025","1S",27,147.69
"202501425","2025","1S",27,150.93
"202501441","2025","1S",27,48.51
"202501516","2025","1S",27,163.44
"202501631","2025","1S",27,208.44
"202501672","2025","1S",27,161.28
"202501706","2025","1S",27,152.64
"202501748","2025","1S",27,196.11
"202501797","2025","1S",27,167.40
"202501839","2025","1S",27,139.59
"202501912","2025","1S",27,172.44
"202501938","2025","1S",27,144.81
"202502001","2025","1S",27,184.05
"202502027","2025","1S",27,163.44
"202502068","2025","1S",27,221.58
"202502076","2025","1S",27,232.38
"202502092","2025","1S",27,189.63
"202502175","2025","1S",27,181.44
"202502209","2025","1S",27,211.05
"202502225","2025","1S",27,213.39
"202502258","2025","1S",27,179.37
"202502415","2025","1S",27,199.08
"202502548","2025","1S",27,147.24
"202502621","2025","1S",27,115.38
"202502639","2025","1S",27,213.66
"202502647","2025","1S",27,210.33
"202502779","2025","1S",27,186.66
"202502803","2025","1S",27,129.33
"202502829","2025","1S",27,192.51
"202502837","2025","1S",27,200.61
"202502910","2025","1S",27,159.57
"202502928","2025","1S",27,187.56
"202502977","2025","1S",27,216.36
"202503074","2025","1S",27,174.15
"202503249","2025","1S",27,210.87
"202503264","2025","1S",27,194.22
"202503272","2025","1S",27,178.74
"202503348","2025","1S",27,164.43
"202503363","2025","1S",27,211.77
"202503371","2025","1S",27,213.12
"202503447","2025","1S",27,32.94
"202503454","2025","1S",27,151.11
"202503512","2025","1S",27,201.51
"202503538","2025","1S",27,217.98
"202503579","2025","1S",27,183.42
"202503611","2025","1S",27,198.99
"202503744","2025","1S",27,196.65
