COD_ESTUDIANTE,COD_MATERIA_ACAD_MO,ESTADO_MAT_TOMADA_MO,VEZ_TOMADA_MO,NOTA1_MO,NOTA2MO,PROMEDIO_MO,DIFICULTAD_MO,T_MAT_TOMADAS,PROM_1PARCIAL,PROM_2PARCIAL,PROM_CALIFICACIONES,MAT_APROBADAS,PROM_CALIF_APROBADAS,TERMINOS_REGISTRADOS,PERDIO_CARRERA,PROM_MAT_REPROBADAS1,PROM_MAT_REPROBADAS2,PROM_MAT_REPROBADAS3,MUY_FACIL,FACIL,MODERADA,DIFICIL,MUY_DIFICIL,GPA_ULTIMO,CODIGOMATERIA,MATERIA
202105417,ACUG1050,AP,1,69,80,"7,45","5,53",27.0,73.0,76.0,"7,64",26.0,"7,71",7.0,N,"5,95",,,0,0,1,2,2,,ACUG1050,INGENIERÍA PARA LA ACUICULTURA I
202105854,ACUG1050,AP,1,35,69,"6,00","5,53",25.0,64.0,66.0,"7,07",23.0,"7,20",6.0,N,"5,59",,,0,0,1,0,4,,ACUG1050,INGENIERÍA PARA LA ACUICULTURA I
201902871,ACUG1050,RP,1,31,59,"5,05","5,53",41.0,72.0,67.0,"7,24",34.0,"8,08",12.0,N,"3,17",,,0,0,1,1,2,,ACUG1050,INGENIERÍA PARA LA ACUICULTURA I
201504015,ACUG1050,RP,3,29,56,"5,25","5,53",56.0,56.0,55.0,"6,10",39.0,"7,44",16.0,N,"2,80","4,08",,0,0,0,0,1,,ACUG1050,INGENIERÍA PARA LA ACUICULTURA I
202001269,ACUG1051,AP,1,80,80,"8,30","7,26",21.0,70.0,66.0,"7,20",18.0,"7,49",7.0,N,"5,44",,,0,0,0,2,3,,ACUG1051,NUTRICIÓN ACUÍCOLA
202200960,ACUG1051,AP,1,84,73,"6,93","7,26",11.0,60.0,58.0,"6,49",7.0,"7,30",4.0,N,"4,69","5,46",,0,0,0,1,3,,ACUG1051,NUTRICIÓN ACUÍCOLA
202202479,ACUG1051,AP,1,86,82,"8,82","7,26",13.0,66.0,76.0,"7,60",12.0,"7,81",4.0,N,"5,11",,,0,0,0,3,1,,ACUG1051,NUTRICIÓN ACUÍCOLA
202201869,ACUG1051,AP,1,73,65,"7,59","7,26",14.0,74.0,78.0,"7,98",14.0,"7,98",4.0,N,,,,0,0,0,1,1,,ACUG1051,NUTRICIÓN ACUÍCOLA
202202255,ACUG1051,AP,1,72,87,"8,14","7,26",11.0,64.0,56.0,"6,71",9.0,"7,19",4.0,N,"4,65","4,45",,0,0,0,2,4,,ACUG1051,NUTRICIÓN ACUÍCOLA
202110706,ACUG1051,AP,1,76,79,"8,03","7,26",20.0,74.0,78.0,"7,87",19.0,"7,99",6.0,N,"5,65",,,0,0,0,2,2,,ACUG1051,NUTRICIÓN ACUÍCOLA
202101119,ACUG1051,AP,1,74,85,"8,11","7,26",22.0,67.0,70.0,"7,18",20.0,"7,54",6.0,N,"3,60",,,0,0,0,2,2,,ACUG1051,NUTRICIÓN ACUÍCOLA
201904786,ACUG1051,AP,1,74,93,"8,72","7,26",29.0,64.0,65.0,"6,95",24.0,"7,60",9.0,N,"3,40","5,48",,0,0,0,3,2,,ACUG1051,NUTRICIÓN ACUÍCOLA
201401548,ACUG1052,AP,1,98,93,"9,44","7,63",41.0,59.0,67.0,"7,00",32.0,"7,92",12.0,N,"3,63","5,09",,0,2,0,1,1,,ACUG1052,MORFOLOGÍA Y FISIOLOGÍA DE ORGANISMOS ACUÍCOLAS
202104378,ACUG1052,AP,1,75,80,"8,09","7,63",22.0,61.0,65.0,"6,91",18.0,"7,31",6.0,N,"5,31","4,67",,0,0,0,1,2,,ACUG1052,MORFOLOGÍA Y FISIOLOGÍA DE ORGANISMOS ACUÍCOLAS
202108007,ACUG1052,AP,1,77,72,"7,22","7,63",15.0,64.0,58.0,"6,66",13.0,"7,20",5.0,S,"3,13",,,0,0,1,0,3,,ACUG1052,MORFOLOGÍA Y FISIOLOGÍA DE ORGANISMOS ACUÍCOLAS
202202479,ACUG1052,AP,1,95,87,"9,13","7,63",13.0,66.0,76.0,"7,60",12.0,"7,81",4.0,N,"5,11",,,0,0,0,3,1,,ACUG1052,MORFOLOGÍA Y FISIOLOGÍA DE ORGANISMOS ACUÍCOLAS
202201869,ACUG1052,AP,1,97,96,"9,66","7,63",14.0,74.0,78.0,"7,98",14.0,"7,98",4.0,N,,,,0,0,0,1,1,,ACUG1052,MORFOLOGÍA Y FISIOLOGÍA DE ORGANISMOS ACUÍCOLAS
202110706,ACUG1052,AP,1,80,85,"8,26","7,63",20.0,74.0,78.0,"7,87",19.0,"7,99",6.0,N,"5,65",,,0,0,0,2,2,,ACUG1052,MORFOLOGÍA Y FISIOLOGÍA DE ORGANISMOS ACUÍCOLAS
202001269,ACUG1053,AP,1,74,76,"7,83","5,79",21.0,70.0,66.0,"7,20",18.0,"7,49",7.0,N,"5,44",,,0,0,0,2,3,,ACUG1053,MANEJO ACUÍCOLA
202104378,ACUG1053,AP,1,60,72,"7,26","5,79",22.0,61.0,65.0,"6,91",18.0,"7,31",6.0,N,"5,31","4,67",,0,0,0,1,2,,ACUG1053,MANEJO ACUÍCOLA
202110706,ACUG1053,AP,1,62,63,"7,07","5,79",20.0,74.0,78.0,"7,87",19.0,"7,99",6.0,N,"5,65",,,0,0,0,2,2,,ACUG1053,MANEJO ACUÍCOLA
201604279,ACUG1053,AP,1,63,91,"7,85","5,79",36.0,63.0,71.0,"7,46",29.0,"7,95",8.0,N,"5,61","5,01",,0,0,1,2,2,,ACUG1053,MANEJO ACUÍCOLA
202101119,ACUG1053,AP,1,56,66,"7,00","5,79",22.0,67.0,70.0,"7,18",20.0,"7,54",6.0,N,"3,60",,,0,0,0,2,2,,ACUG1053,MANEJO ACUÍCOLA
201905072,ACUG1054,AP,1,81,81,"8,22","6,73",30.0,53.0,46.0,"5,31",18.0,"6,91",9.0,N,"2,84","2,92",,0,0,0,3,2,,ACUG1054,INTRODUCCIÓN A LA ACUICULTURA
202213542,ACUG1054,AP,1,62,80,"7,07","6,73",9.0,69.0,71.0,"7,44",8.0,"7,90",3.0,N,"3,82",,,0,0,0,2,3,,ACUG1054,INTRODUCCIÓN A LA ACUICULTURA
202213559,ACUG1054,AP,1,97,78,"8,97","6,73",8.0,64.0,70.0,"7,20",7.0,"7,54",3.0,N,"4,77",,,0,0,0,1,3,,ACUG1054,INTRODUCCIÓN A LA ACUICULTURA
202210670,ACUG1054,AP,1,69,58,"6,69","6,73",8.0,60.0,60.0,"6,54",6.0,"7,39",3.0,N,"3,98",,,0,0,0,1,3,,ACUG1054,INTRODUCCIÓN A LA ACUICULTURA
201904786,ACUG1054,AP,1,78,84,"8,07","6,73",29.0,64.0,65.0,"6,95",24.0,"7,60",9.0,N,"3,40","5,48",,0,0,0,3,2,,ACUG1054,INTRODUCCIÓN A LA ACUICULTURA
201611571,ACUG1056,AP,1,87,84,"8,65","7,68",44.0,63.0,67.0,"7,01",35.0,"7,46",11.0,N,"5,34","4,40",,0,0,2,0,2,,ACUG1056,PATOLOGÍA ACUÍCOLA II
201604279,ACUG1056,AP,1,90,88,"9,14","7,68",36.0,63.0,71.0,"7,46",29.0,"7,95",8.0,N,"5,61","5,01",,0,0,1,2,2,,ACUG1056,PATOLOGÍA ACUÍCOLA II
202006334,ACUG1056,AP,1,91,89,"9,27","7,68",33.0,74.0,74.0,"7,73",31.0,"7,89",9.0,N,"5,68","4,84",,0,0,2,0,1,,ACUG1056,PATOLOGÍA ACUÍCOLA II
201906625,ACUG1056,AP,1,84,80,"8,71","7,68",35.0,71.0,66.0,"7,10",30.0,"7,56",9.0,N,"4,34",,,0,0,3,0,1,,ACUG1056,PATOLOGÍA ACUÍCOLA II
202106167,ACUG1056,AP,1,94,90,"9,38","7,68",25.0,80.0,83.0,"8,43",25.0,"8,43",6.0,N,,,,0,0,3,0,2,,ACUG1056,PATOLOGÍA ACUÍCOLA II
202001269,ACUG1057,AP,1,74,88,"7,56","6,60",21.0,70.0,66.0,"7,20",18.0,"7,49",7.0,N,"5,44",,,0,0,0,2,3,,ACUG1057,PATOLOGÍA ACUÍCOLA I
202105854,ACUG1057,AP,1,77,88,"8,26","6,60",25.0,64.0,66.0,"7,07",23.0,"7,20",6.0,N,"5,59",,,0,0,1,0,4,,ACUG1057,PATOLOGÍA ACUÍCOLA I
201902871,ACUG1057,AP,1,78,90,"8,22","6,60",41.0,72.0,67.0,"7,24",34.0,"8,08",12.0,N,"3,17",,,0,0,1,1,2,,ACUG1057,PATOLOGÍA ACUÍCOLA I
201912565,ACUG1059,AP,1,82,85,"8,54","7,90",36.0,85.0,80.0,"8,38",36.0,"8,38",9.0,N,,,,0,0,2,0,0,,ACUG1059,BUENAS PRÁCTICAS EN ACUICULTURA
201915162,ACUG1059,AP,1,91,89,"9,03","7,90",36.0,86.0,83.0,"8,66",35.0,"8,81",9.0,N,"3,50",,,0,0,1,1,0,,ACUG1059,BUENAS PRÁCTICAS EN ACUICULTURA
201700499,ACUG1059,AP,1,76,87,"8,40","7,90",57.0,69.0,67.0,"7,17",49.0,"7,60",14.0,N,"4,41","5,52",,1,0,2,0,0,,ACUG1059,BUENAS PRÁCTICAS EN ACUICULTURA
201511653,ADMG1005,RP,1,58,46,"5,68","7,47",64.0,56.0,58.0,"6,32",43.0,"7,07",15.0,N,"4,63","5,20","5,84",0,0,0,2,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
201601515,ADMG1005,AP,1,71,77,"8,00","7,47",47.0,60.0,61.0,"6,42",35.0,"7,62",13.0,S,"2,91","4,55","2,22",1,0,1,2,1,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
201713757,ADMG1005,AP,1,56,51,"6,58","7,47",48.0,57.0,50.0,"6,07",31.0,"7,07",12.0,S,"4,13","4,34","5,31",0,0,0,3,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
201804838,ADMG1005,AP,1,89,86,"8,70","7,47",48.0,66.0,59.0,"6,87",36.0,"7,50",12.0,S,"4,96","4,93","5,07",0,0,1,2,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
201910627,ADMG1005,AP,1,93,87,"8,79","7,47",34.0,60.0,58.0,"6,39",25.0,"7,00",10.0,S,"4,54","5,80","3,34",0,0,0,1,4,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
201913431,ADMG1005,AP,1,84,88,"8,45","7,47",30.0,72.0,62.0,"7,05",24.0,"7,88",9.0,S,"3,06","5,77","5,98",0,0,0,2,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
201913837,ADMG1005,AP,1,83,81,"7,93","7,47",33.0,62.0,57.0,"6,49",24.0,"7,19",10.0,S,"4,55","4,54","5,31",0,0,0,1,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202101580,ADMG1005,AP,1,70,65,"7,00","7,47",22.0,77.0,73.0,"7,85",21.0,"8,00",6.0,N,"4,76",,,1,0,0,3,1,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202102638,ADMG1005,AP,1,87,76,"7,83","7,47",30.0,75.0,77.0,"8,06",29.0,"8,15",6.0,N,"5,45",,,1,0,1,1,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202103008,ADMG1005,AP,1,95,94,"9,28","7,47",25.0,73.0,74.0,"7,66",24.0,"7,89",7.0,N,"2,04",,,0,0,0,3,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202109393,ADMG1005,AP,1,94,88,"8,53","7,47",19.0,74.0,73.0,"7,79",19.0,"7,79",5.0,N,,,,0,0,0,1,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202109591,ADMG1005,AP,1,91,88,"8,54","7,47",18.0,77.0,72.0,"7,89",18.0,"7,89",5.0,N,,,,0,0,1,1,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202109708,ADMG1005,AP,1,86,88,"8,85","7,47",22.0,88.0,88.0,"8,95",22.0,"8,95",5.0,N,,,,0,0,2,1,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202109898,ADMG1005,AP,1,96,87,"9,28","7,47",18.0,79.0,79.0,"8,13",18.0,"8,13",5.0,N,,,,0,0,1,1,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202110037,ADMG1005,AP,1,81,85,"8,48","7,47",21.0,82.0,86.0,"8,83",21.0,"8,83",5.0,N,,,,0,0,0,3,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202110847,ADMG1005,AP,1,97,88,"9,47","7,47",21.0,78.0,81.0,"8,41",21.0,"8,41",5.0,N,,,,0,0,2,1,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202110904,ADMG1005,AP,1,88,87,"9,03","7,47",25.0,82.0,84.0,"8,61",25.0,"8,61",7.0,N,,,,0,0,0,3,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202111019,ADMG1005,AP,1,67,74,"7,06","7,47",18.0,75.0,76.0,"8,08",18.0,"8,08",5.0,N,,,,0,0,0,1,4,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
202112371,ADMG1005,AP,1,89,86,"9,03","7,47",20.0,71.0,79.0,"8,01",20.0,"8,01",5.0,N,,,,0,0,2,1,2,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
201705423,ADMG1005,AP,1,75,81,"7,83","7,47",42.0,53.0,49.0,"5,52",27.0,"6,74",14.0,N,"3,45","4,70",,0,0,1,1,3,,ADMG1005,EMPRENDIMIENTO E INNOVACIÓN
