"COD_ESTUDIANTE","ANIO","TERMINO","DENOMINADOR","NUMERADOR"
"201603917","2020","1S",12,78.00
"202004784","2020","1S",12,103.80
"201909777","2020","1S",18,119.25
"201910098","2020","1S",24,155.31
"201912136","2020","1S",24,151.17
"201912193","2020","1S",24,162.15
"201916079","2020","1S",24,179.82
"201916103","2020","1S",24,174.63
"201916152","2020","1S",24,174.81
"201916889","2020","1S",24,149.43
"201900859","2020","1S",27,160.38
"201914256","2020","1S",30,215.40
"201911997","2020","1S",31,189.69
"201916087","2020","1S",31,217.94
"201905239","2020","1S",33,141.91
"201907359","2020","1S",33,208.32
"201911013","2020","1S",33,214.80
"201911864","2020","1S",33,199.47
"201911898","2020","1S",33,251.01
"201911948","2020","1S",33,148.04
"201912003","2020","1S",33,230.28
"201912052","2020","1S",33,220.26
"201912086","2020","1S",33,240.76
"201912102","2020","1S",33,215.96
"201912219","2020","1S",33,265.20
"201912284","2020","1S",33,245.61
"201912367","2020","1S",33,218.24
"201912607","2020","1S",33,172.78
"201912789","2020","1S",33,202.75
"201912847","2020","1S",33,217.91
"201913605","2020","1S",33,231.12
"201913746","2020","1S",33,257.82
"201914231","2020","1S",33,239.73
"201914660","2020","1S",33,237.39
"201914777","2020","1S",33,173.68
"201914884","2020","1S",33,225.79
"201915196","2020","1S",33,187.13
"201915493","2020","1S",33,247.41
"201915659","2020","1S",33,209.04
"201915709","2020","1S",33,231.63
"201916004","2020","1S",33,243.67
"201916178","2020","1S",33,247.44
"201916327","2020","1S",33,242.46
"201916715","2020","1S",33,205.52
"201916905","2020","1S",33,240.63
"201917333","2020","1S",33,224.46
"201917432","2020","1S",33,200.13
"201917465","2020","1S",33,218.32
"201917473","2020","1S",33,214.29
"200414514","2020","1S",35,183.90
"201810686","2020","1S",36,196.89
"201901519","2020","1S",36,127.11
"201905718","2020","1S",36,200.40
"201912128","2020","1S",36,119.18
"201912169","2020","1S",36,263.22
"201912250","2020","1S",36,216.67
"201912326","2020","1S",36,241.44
"201912748","2020","1S",36,265.44
"201912821","2020","1S",36,285.69
"201913167","2020","1S",36,257.45
"201913290","2020","1S",36,226.55
"201913548","2020","1S",36,269.89
"201914439","2020","1S",36,194.00
"201914686","2020","1S",36,252.80
"201915394","2020","1S",36,281.01
"201915477","2020","1S",36,175.86
"201915584","2020","1S",36,275.54
"201915667","2020","1S",36,294.84
"201916350","2020","1S",36,254.25
"201916871","2020","1S",36,261.09
"201917028","2020","1S",36,268.32
"201901147","2020","1S",37,177.15
"201912094","2020","1S",37,242.61
"201913373","2020","1S",37,290.32
"201915105","2020","1S",37,151.39
"201912805","2020","1S",39,288.88
"201914280","2020","1S",39,251.19
"201914744","2020","1S",39,273.58
"201914868","2020","1S",39,308.76
"201916749","2020","1S",39,298.23
"201907482","2020","1S",40,279.96
"201911930","2020","1S",40,264.39
"201912037","2020","1S",40,248.78
"201913787","2020","1S",40,288.31
"201915204","2020","1S",40,282.95
"200417798","2020","1S",42,318.33
"201911872","2020","1S",42,220.38
"201911971","2020","1S",42,259.82
"201912185","2020","1S",42,288.13
"201912243","2020","1S",42,307.43
"201912375","2020","1S",42,333.90
"201912417","2020","1S",42,372.74
"201912482","2020","1S",42,336.12
"201913019","2020","1S",42,286.06
"201913100","2020","1S",42,253.17
"201913126","2020","1S",42,318.43
"201913258","2020","1S",42,300.49
"201913266","2020","1S",42,243.28
"201913456","2020","1S",42,298.35
"201913498","2020","1S",42,260.84
"201913563","2020","1S",42,316.55
"201913704","2020","1S",42,278.31
"201913902","2020","1S",42,334.08
"201914207","2020","1S",42,293.61
"201914579","2020","1S",42,299.73
"201914678","2020","1S",42,307.77
"201914934","2020","1S",42,310.15
"201915089","2020","1S",42,314.90
"201915352","2020","1S",42,335.58
"201915857","2020","1S",42,328.05
"201915964","2020","1S",42,296.07
"201916053","2020","1S",42,284.55
"201916129","2020","1S",42,255.48
"201916384","2020","1S",42,332.50
"201916400","2020","1S",42,213.93
"201916418","2020","1S",42,285.08
"201916442","2020","1S",42,274.35
"201916707","2020","1S",42,328.54
"201916731","2020","1S",42,284.24
"201916962","2020","1S",42,324.29
"201916970","2020","1S",42,303.39
"201916988","2020","1S",42,335.40
"201917044","2020","1S",42,289.92
"201917366","2020","1S",42,328.99
"201917382","2020","1S",42,312.18
"201917481","2020","1S",42,287.73
"201917523","2020","1S",42,312.16
"201911955","2020","1S",43,264.98
"201912011","2020","1S",43,198.90
"201912144","2020","1S",43,205.53
"201913308","2020","1S",43,242.22
"201913431","2020","1S",43,192.68
"201914413","2020","1S",43,249.04
"201916160","2020","1S",43,285.39
"201916244","2020","1S",43,247.35
"201917077","2020","1S",43,253.69
"201917259","2020","1S",43,231.92
"201917606","2020","1S",43,277.04
"201917630","2020","1S",43,240.25
"201800018","2020","1S",45,146.54
"201812120","2020","1S",45,290.13
"201900388","2020","1S",45,307.74
"201907755","2020","1S",45,298.98
"201908977","2020","1S",45,256.65
"201909157","2020","1S",45,371.25
"201911906","2020","1S",45,261.40
"201912730","2020","1S",45,359.27
"201912946","2020","1S",45,314.63
"201913076","2020","1S",45,318.55
"201913324","2020","1S",45,345.25
"201913654","2020","1S",45,273.54
"201913738","2020","1S",45,343.24
"201913811","2020","1S",45,313.66
"201913993","2020","1S",45,348.92
"201914108","2020","1S",45,359.08
"201914314","2020","1S",45,333.48
"201914405","2020","1S",45,266.31
"201914504","2020","1S",45,327.54
"201914512","2020","1S",45,341.93
"201914793","2020","1S",45,344.75
"201914843","2020","1S",45,331.73
"201915162","2020","1S",45,392.28
"201915329","2020","1S",45,319.61
"201915527","2020","1S",45,302.16
"201915956","2020","1S",45,317.27
"201916137","2020","1S",45,338.09
"201916426","2020","1S",45,375.02
"201916467","2020","1S",45,345.30
"201916939","2020","1S",45,330.33
"201917143","2020","1S",45,333.24
"201917150","2020","1S",45,347.12
"201917226","2020","1S",45,282.57
"201917549","2020","1S",45,309.34
"201912110","2020","1S",46,165.77
"201912292","2020","1S",46,289.66
"201912300","2020","1S",46,323.55
"201912524","2020","1S",46,333.26
"201912813","2020","1S",46,329.93
"201913142","2020","1S",46,302.10
"201913241","2020","1S",46,255.06
"201913480","2020","1S",46,217.54
"201913514","2020","1S",46,285.15
"201913621","2020","1S",46,281.97
"201913720","2020","1S",46,285.71
"201913753","2020","1S",46,334.68
"201913795","2020","1S",46,331.79
"201913886","2020","1S",46,368.08
"201913936","2020","1S",46,295.53
"201914058","2020","1S",46,325.65
"201914181","2020","1S",46,402.37
"201914249","2020","1S",46,255.36
"201914819","2020","1S",46,303.74
"201915097","2020","1S",46,336.69
"201915220","2020","1S",46,234.35
"201915428","2020","1S",46,257.01
"201915501","2020","1S",46,301.16
"201915774","2020","1S",46,318.04
"201915824","2020","1S",46,307.33
"201915931","2020","1S",46,311.85
"201916061","2020","1S",46,295.26
"201916194","2020","1S",46,263.89
"201916277","2020","1S",46,258.05
"201916343","2020","1S",46,270.81
"201916434","2020","1S",46,339.79
"201916541","2020","1S",46,154.82
"201916657","2020","1S",46,323.15
"201917358","2020","1S",46,318.92
"201950052","2020","1S",46,301.47
"201908670","2020","1S",47,155.94
"201710852","2020","1S",48,174.40
"201809431","2020","1S",48,336.34
"201812930","2020","1S",48,324.48
"201904992","2020","1S",48,278.00
"201912391","2020","1S",48,334.72
"201912409","2020","1S",48,404.65
"201912714","2020","1S",48,378.36
"201912854","2020","1S",48,371.47
"201913043","2020","1S",48,349.38
"201913316","2020","1S",48,308.90
"201913803","2020","1S",48,373.53
"201913894","2020","1S",48,369.75
"201913944","2020","1S",48,368.93
"201913969","2020","1S",48,332.43
"201914389","2020","1S",48,359.10
"201914900","2020","1S",48,361.65
"201915170","2020","1S",48,351.70
"201915436","2020","1S",48,376.04
"201915865","2020","1S",48,331.59
"201916582","2020","1S",48,341.20
"201916822","2020","1S",48,318.26
"201902715","2020","1S",49,372.15
"201911880","2020","1S",49,331.84
"201912334","2020","1S",49,354.97
"201912862","2020","1S",49,105.65
"201912938","2020","1S",49,445.42
"201913209","2020","1S",49,379.53
"201913407","2020","1S",49,379.96
"201913530","2020","1S",49,366.95
"201913639","2020","1S",49,338.04
"201913860","2020","1S",49,365.73
"201914009","2020","1S",49,362.25
"201914223","2020","1S",49,376.78
"201914421","2020","1S",49,363.78
"201915410","2020","1S",49,319.20
"201915675","2020","1S",49,363.87
"201915683","2020","1S",49,329.50
"201916145","2020","1S",49,255.12
"201916574","2020","1S",49,342.74
"201916624","2020","1S",49,408.60
"201916947","2020","1S",49,382.75
"201917176","2020","1S",49,366.41
"201917283","2020","1S",49,290.31
"201125182","2020","1S",51,172.20
"201403576","2020","1S",51,150.05
"201711827","2020","1S",51,229.11
"201908969","2020","1S",51,318.03
"201913332","2020","1S",51,328.67
"201914397","2020","1S",51,338.56
"201914975","2020","1S",51,351.05
"201915030","2020","1S",51,406.62
"201915071","2020","1S",51,367.97
"201915154","2020","1S",51,389.23
"201915808","2020","1S",51,388.38
"201917580","2020","1S",51,372.45
"201917648","2020","1S",51,412.53
"201917655","2020","1S",51,326.07
"201912045","2020","1S",52,337.10
"201914124","2020","1S",52,446.40
"201917390","2020","1S",52,410.76
"201917424","2020","1S",52,351.01
"201917598","2020","1S",52,417.13
"201808839","2020","1S",53,267.82
"201916095","2020","1S",53,377.53
"201916616","2020","1S",53,312.25
"201907011","2020","1S",54,233.86
"201912177","2020","1S",54,419.16
"201912508","2020","1S",54,324.27
"201912516","2020","1S",54,392.36
"201912532","2020","1S",54,408.34
"201912631","2020","1S",54,438.41
"201912797","2020","1S",54,355.39
"201912995","2020","1S",54,431.83
"201913118","2020","1S",54,402.16
"201913829","2020","1S",54,420.68
"201913878","2020","1S",54,373.83
"201914470","2020","1S",54,351.47
"201914553","2020","1S",54,324.74
"201916863","2020","1S",54,363.14
"201917085","2020","1S",54,384.87
"201917374","2020","1S",54,460.15
"201609641","2020","1S",55,196.21
"201912060","2020","1S",55,340.98
"201912581","2020","1S",55,365.92
"201912656","2020","1S",55,304.59
"201912664","2020","1S",55,319.67
"201912698","2020","1S",55,377.45
"201912979","2020","1S",55,410.28
"201913399","2020","1S",55,359.34
"201913662","2020","1S",55,413.08
"201913712","2020","1S",55,416.40
"201914033","2020","1S",55,412.07
"201914074","2020","1S",55,333.59
"201914306","2020","1S",55,363.81
"201914728","2020","1S",55,407.27
"201914892","2020","1S",55,409.74
"201914942","2020","1S",55,342.24
"201915048","2020","1S",55,401.27
"201915063","2020","1S",55,410.59
"201915238","2020","1S",55,338.55
"201915287","2020","1S",55,375.36
"201915535","2020","1S",55,327.31
"201915741","2020","1S",55,391.84
"201915816","2020","1S",55,425.93
"201915899","2020","1S",55,342.78
"201916376","2020","1S",55,357.74
"201916590","2020","1S",55,345.65
"201914017","2020","1S",56,395.98
"201914876","2020","1S",56,399.95
"201914991","2020","1S",56,409.24
"201916012","2020","1S",56,363.80
"201917531","2020","1S",56,388.52
"201811569","2020","1S",57,268.51
"201901758","2020","1S",57,389.09
"201901774","2020","1S",57,290.19
"201904646","2020","1S",57,281.77
"201906906","2020","1S",57,381.72
"201907516","2020","1S",57,403.68
"201907730","2020","1S",57,370.23
"201907839","2020","1S",57,349.92
"201911963","2020","1S",57,383.58
"201912839","2020","1S",57,421.37
"201914082","2020","1S",57,438.06
"201914116","2020","1S",57,373.44
"201914538","2020","1S",57,432.32
"201915402","2020","1S",57,456.79
"201916509","2020","1S",57,421.33
"201916897","2020","1S",57,402.42
"201917184","2020","1S",57,420.07
"201912383","2020","1S",58,427.60
"201912755","2020","1S",58,468.38
"201913027","2020","1S",58,429.08
"201913522","2020","1S",58,491.76
"201913589","2020","1S",58,441.26
"201914041","2020","1S",58,453.15
