"COD_ESTUDIANTE","ANIO","TERMINO","DENOMINADOR","NUMERADOR"
"202190013","2021","2S",6,55.50
"202107363","2021","2S",12,91.20
"202112447","2021","2S",12,95.28
"202107132","2021","2S",15,24.00
"202190039","2021","2S",15,140.85
"202112207","2021","2S",18,125.94
"200711786","2021","2S",22,71.04
"202108569","2021","2S",24,160.20
"202112504","2021","2S",24,87.33
"200614915","2021","2S",27,230.55
"202107173","2021","2S",27,180.36
"202107306","2021","2S",27,176.49
"202107439","2021","2S",27,141.48
"202107520","2021","2S",27,215.64
"202107553","2021","2S",27,235.17
"202107777","2021","2S",27,186.84
"202108015","2021","2S",27,216.99
"202108973","2021","2S",27,148.95
"202110011","2021","2S",27,213.57
"202110094","2021","2S",27,151.92
"202110193","2021","2S",27,204.03
"202111043","2021","2S",27,157.23
"202111100","2021","2S",27,182.52
"202111753","2021","2S",27,213.21
"202112066","2021","2S",27,199.89
"202112298","2021","2S",27,211.86
"202112850","2021","2S",27,180.81
"202106951","2021","2S",30,59.28
"202107157","2021","2S",30,232.71
"202107421","2021","2S",30,154.68
"202107660","2021","2S",30,218.61
"202107785","2021","2S",30,81.60
"202109351","2021","2S",30,244.68
"202109633","2021","2S",30,214.38
"202110144","2021","2S",30,258.66
"202110979","2021","2S",30,236.04
"202111167","2021","2S",30,169.62
"202111845","2021","2S",30,268.08
"202112223","2021","2S",30,242.91
"202113031","2021","2S",30,245.22
"202100608","2021","2S",33,197.28
"202101739","2021","2S",33,225.42
"202106969","2021","2S",33,243.42
"202106977","2021","2S",33,250.62
"202107215","2021","2S",33,255.66
"202107256","2021","2S",33,257.64
"202107348","2021","2S",33,247.74
"202107371","2021","2S",33,219.00
"202107447","2021","2S",33,265.38
"202107462","2021","2S",33,251.01
"202107504","2021","2S",33,266.22
"202107561","2021","2S",33,224.70
"202107819","2021","2S",33,270.87
"202107959","2021","2S",33,287.79
"202107967","2021","2S",33,198.69
"202108098","2021","2S",33,244.47
"202108205","2021","2S",33,273.39
"202108288","2021","2S",33,257.34
"202108494","2021","2S",33,267.21
"202108692","2021","2S",33,73.89
"202109070","2021","2S",33,247.53
"202109237","2021","2S",33,195.75
"202109260","2021","2S",33,260.67
"202109328","2021","2S",33,224.82
"202109682","2021","2S",33,283.32
"202109815","2021","2S",33,282.72
"202110342","2021","2S",33,199.89
"202110540","2021","2S",33,244.92
"202110565","2021","2S",33,266.52
"202111241","2021","2S",33,278.73
"202111761","2021","2S",33,287.61
"202111779","2021","2S",33,219.45
"202111787","2021","2S",33,266.07
"202111878","2021","2S",33,268.20
"202112074","2021","2S",33,174.15
"202112082","2021","2S",33,203.61
"202112280","2021","2S",33,274.44
"202112322","2021","2S",33,192.12
"202112389","2021","2S",33,221.31
"202112397","2021","2S",33,235.32
"202112520","2021","2S",33,299.52
"202112587","2021","2S",33,293.88
"202112769","2021","2S",33,240.57
"202112918","2021","2S",33,145.38
"202010542","2021","2S",36,164.25
"202106944","2021","2S",36,269.61
"202106985","2021","2S",36,264.33
"202107199","2021","2S",36,270.36
"202107298","2021","2S",36,227.70
