COD_ESTUDIANTE,COD_MATERIA_ACAD_MO,ESTADO_MAT_TOMADA_MO,VEZ_TOMADA_MO,NOTA1_MO,NOTA2MO,PROMEDIO_MO,DIFICULTAD_MO,T_MAT_TOMADAS,PROM_1PARCIAL,PROM_2PARCIAL,PROM_CALIFICACIONES,MAT_APROBADAS,PROM_CALIF_APROBADAS,TERMINOS_REGISTRADOS,PERDIO_CARRERA,PROM_MAT_REPROBADAS1,PROM_MAT_REPROBADAS2,PROM_MAT_REPROBADAS3,MUY_FACIL,FACIL,MODERADA,DIFICIL,MUY_DIFICIL,GPA_ULTIMO
201604279,ACUG1041,AP,1,77,70,"7,35","7,31",26.0,55.0,69.0,"7,13",19.0,"7,76",6.0,N,"5,61","5,01",,0,0,0,3,1,
202101119,ACUG1041,AP,1,67,56,"6,15","7,31",13.0,65.0,68.0,"6,98",11.0,"7,59",4.0,N,"3,60",,,0,0,0,1,3,
202105417,ACUG1042,AP,1,90,85,"8,91","7,24",18.0,71.0,76.0,"7,46",17.0,"7,55",5.0,N,"5,95",,,0,0,0,2,1,
201604279,ACUG1042,AP,1,83,94,"9,19","7,24",26.0,55.0,69.0,"7,13",19.0,"7,76",6.0,N,"5,61","5,01",,0,0,0,3,1,
202006334,ACUG1042,AP,1,89,86,"9,12","7,24",22.0,73.0,72.0,"7,61",20.0,"7,84",7.0,N,"5,68","4,84",,0,0,1,2,2,
202106167,ACUG1042,AP,1,94,85,"9,26","7,24",14.0,81.0,84.0,"8,43",14.0,"8,43",4.0,N,,,,0,0,0,2,3,
201404731,ACUG1043,AP,1,85,92,"8,83","7,55",54.0,59.0,64.0,"6,81",42.0,"7,54",16.0,S,"4,62","2,34","4,45",0,0,2,1,0,
201906559,ACUG1043,AP,1,93,95,"9,28","7,55",34.0,83.0,81.0,"8,46",34.0,"8,46",8.0,N,,,,0,2,0,1,0,
200909794,ACUG1045,AP,1,69,85,"7,49","7,97",69.0,54.0,55.0,"6,08",42.0,"7,48",,N,"4,32","3,66","3,03",0,0,2,0,0,
201404731,ACUG1045,AP,1,71,70,"7,18","7,97",54.0,59.0,64.0,"6,81",42.0,"7,54",16.0,S,"4,62","2,34","4,45",0,0,2,1,0,
201813698,ACUG1045,AP,1,98,95,"9,45","7,97",42.0,82.0,83.0,"8,53",42.0,"8,53",10.0,N,,,,1,0,1,0,0,
201611555,ACUG1045,AP,1,80,70,"7,50","7,97",46.0,65.0,64.0,"6,91",37.0,"7,55",13.0,N,"4,11","4,81",,0,0,1,0,0,
201708674,ACUG1045,AP,1,89,81,"8,50","7,97",41.0,77.0,75.0,"7,94",40.0,"7,99",11.0,N,"5,92",,,1,0,1,0,0,
201614922,ACUG1045,AP,1,79,65,"7,47","7,97",51.0,65.0,69.0,"7,27",41.0,"7,92",14.0,N,"4,15","5,54",,1,1,1,0,0,
201314211,ACUG1045,AP,1,72,79,"7,53","7,97",61.0,54.0,59.0,"6,44",47.0,"7,48",16.0,N,"2,66","4,00",,0,0,2,0,0,
201650140,ACUG1045,AP,1,87,79,"8,30","7,97",45.0,68.0,70.0,"7,47",40.0,"8,03",,N,"2,93","3,02",,0,0,2,0,0,
201810280,ACUG1045,AP,1,92,81,"8,63","7,97",40.0,77.0,77.0,"7,94",37.0,"8,21",9.0,N,"4,65",,,1,0,1,0,0,
200832244,ACUG1045,AP,1,64,74,"7,38","7,97",60.0,56.0,61.0,"6,65",43.0,"7,50",,N,"4,47","4,60",,1,0,1,0,0,
201705803,ACUG1045,AP,1,73,73,"7,60","7,97",50.0,69.0,64.0,"6,85",41.0,"7,65",12.0,N,"3,31","5,72",,0,1,2,0,0,
201301138,ACUG1045,AP,1,73,86,"7,93","7,97",63.0,52.0,60.0,"6,43",47.0,"7,10",21.0,N,"4,46","4,35",,1,0,2,0,0,
201705811,ACUG1045,AP,1,86,77,"8,25","7,97",52.0,74.0,74.0,"7,72",49.0,"7,85",12.0,N,"5,62",,,1,0,1,0,0,
201222292,ACUG1045,AP,1,76,91,"8,39","7,97",48.0,66.0,66.0,"6,95",40.0,"7,89",,N,"2,46",,,0,0,1,0,0,
201705837,ACUG1046,AP,1,73,90,"8,55","8,20",46.0,64.0,60.0,"6,77",37.0,"7,58",12.0,N,"3,28","4,62",,0,2,1,0,0,
201906559,ACUG1046,AP,1,96,93,"9,61","8,20",34.0,83.0,81.0,"8,46",34.0,"8,46",8.0,N,,,,0,2,0,1,0,
201705829,ACUG1046,AP,1,65,42,"6,14","8,20",49.0,64.0,65.0,"6,92",40.0,"7,46",12.0,N,"4,40","5,24",,0,2,0,1,1,
201404731,ACUG1047,AP,1,74,76,"8,19","8,06",54.0,59.0,64.0,"6,81",42.0,"7,54",16.0,S,"4,62","2,34","4,45",0,0,2,1,0,
201406182,ACUG1047,AP,1,82,78,"8,45","8,06",59.0,60.0,64.0,"6,84",46.0,"7,68",18.0,S,"2,81","5,06","5,18",1,0,0,0,0,
201702537,ACUG1047,AP,1,70,75,"7,98","8,06",47.0,69.0,67.0,"7,13",39.0,"7,62",13.0,N,"4,54","5,25",,1,0,0,0,0,
201906559,ACUG1047,AP,1,88,86,"9,06","8,06",34.0,83.0,81.0,"8,46",34.0,"8,46",8.0,N,,,,0,2,0,1,0,
201614922,ACUG1047,AP,1,75,84,"8,56","8,06",51.0,65.0,69.0,"7,27",41.0,"7,92",14.0,N,"4,15","5,54",,1,1,1,0,0,
201314211,ACUG1047,AP,1,76,83,"8,44","8,06",61.0,54.0,59.0,"6,44",47.0,"7,48",16.0,N,"2,66","4,00",,0,0,2,0,0,
201705803,ACUG1047,AP,1,77,81,"8,41","8,06",50.0,69.0,64.0,"6,85",41.0,"7,65",12.0,N,"3,31","5,72",,0,1,2,0,0,
201222292,ACUG1047,AP,1,89,85,"9,00","8,06",48.0,66.0,66.0,"6,95",40.0,"7,89",,N,"2,46",,,0,0,1,0,0,
201603388,ACUG1047,AP,1,87,80,"8,72","8,06",57.0,72.0,74.0,"7,78",53.0,"8,09",14.0,N,"3,70",,,1,0,0,0,0,
200909794,ACUG1048,AP,1,82,19,"8,57","7,90",69.0,54.0,55.0,"6,08",42.0,"7,48",,N,"4,32","3,66","3,03",0,0,2,0,0,
201906112,ACUG1048,AP,1,89,45,"9,08","7,90",38.0,85.0,82.0,"8,64",37.0,"8,73",9.0,N,"5,58",,,0,1,2,0,0,
202001400,ACUG1048,AP,1,80,20,"6,05","7,90",26.0,86.0,79.0,"8,44",26.0,"8,44",6.0,N,,,,0,0,3,1,1,
201700085,ACUG1048,AP,1,82,36,"6,77","7,90",42.0,64.0,60.0,"6,71",31.0,"7,91",10.0,N,"3,43","2,34",,0,1,2,0,1,
201914223,ACUG1048,AP,1,70,39,"6,45","7,90",30.0,86.0,81.0,"8,65",30.0,"8,65",7.0,N,,,,0,0,3,0,2,
202002440,ACUG1048,AP,1,65,33,"6,07","7,90",28.0,80.0,74.0,"7,94",28.0,"7,94",8.0,N,,,,0,0,3,1,2,
202001186,ACUG1048,AP,1,82,20,"6,12","7,90",24.0,87.0,80.0,"8,57",24.0,"8,57",6.0,N,,,,0,0,3,0,2,
201917168,ACUG1048,AP,1,91,33,"9,15","7,90",27.0,89.0,87.0,"9,00",27.0,"9,00",7.0,N,,,,0,0,3,0,1,
201915162,ACUG1049,AP,1,79,69,"7,40","6,50",28.0,88.0,82.0,"8,61",27.0,"8,80",7.0,N,"3,50",,,0,0,1,0,2,
202001400,ACUG1049,AP,1,72,61,"6,65","6,50",26.0,86.0,79.0,"8,44",26.0,"8,44",6.0,N,,,,0,0,3,1,1,
201700085,ACUG1049,AP,1,67,64,"6,55","6,50",42.0,64.0,60.0,"6,71",31.0,"7,91",10.0,N,"3,43","2,34",,0,1,2,0,1,
201914223,ACUG1049,AP,1,66,66,"6,60","6,50",30.0,86.0,81.0,"8,65",30.0,"8,65",7.0,N,,,,0,0,3,0,2,
201705829,ACUG1049,AP,2,61,66,"6,35","6,50",49.0,64.0,65.0,"6,92",40.0,"7,46",12.0,N,"4,40","5,24",,0,2,0,1,1,
202002440,ACUG1049,AP,1,62,68,"6,50","6,50",28.0,80.0,74.0,"7,94",28.0,"7,94",8.0,N,,,,0,0,3,1,2,
202001186,ACUG1049,AP,1,68,65,"6,65","6,50",24.0,87.0,80.0,"8,57",24.0,"8,57",6.0,N,,,,0,0,3,0,2,
201917168,ACUG1049,AP,1,80,77,"7,85","6,50",27.0,89.0,87.0,"9,00",27.0,"9,00",7.0,N,,,,0,0,3,0,1,
201413828,ACUG1050,RP,3,59,29,"4,40","5,53",50.0,62.0,70.0,"7,13",43.0,"7,67",14.0,S,"3,75","4,35",,0,0,0,0,1,
201611571,ACUG1050,AP,2,62,79,"7,05","5,53",39.0,62.0,66.0,"6,96",31.0,"7,41",11.0,N,"5,36","4,40",,0,0,1,1,2,
202003505,ACUG1050,AP,1,73,67,"7,00","5,53",22.0,81.0,74.0,"8,00",20.0,"8,31",6.0,N,"3,79","5,87",,0,0,3,0,3,
201504015,ACUG1050,RP,2,31,6,"1,85","5,53",52.0,58.0,58.0,"6,34",38.0,"7,43",15.0,N,"3,11","5,19",,0,1,0,0,2,
201802832,ACUG1050,AP,1,51,71,"6,10","5,53",44.0,68.0,68.0,"7,25",40.0,"7,57",11.0,N,"4,00",,,0,0,1,1,3,
201906625,ACUG1050,RP,1,40,52,"4,60","5,53",26.0,71.0,65.0,"7,00",22.0,"7,50",7.0,N,"4,28",,,0,0,0,2,3,
202104378,ACUG1051,AP,1,61,65,"6,75","7,26",14.0,66.0,69.0,"7,28",12.0,"7,66",4.0,N,"4,98",,,0,0,0,2,3,
201611571,ACUG1051,AP,1,79,78,"7,26","7,26",39.0,62.0,66.0,"6,96",31.0,"7,41",11.0,N,"5,36","4,40",,0,0,1,1,2,
202105417,ACUG1051,AP,1,76,61,"7,34","7,26",18.0,71.0,76.0,"7,46",17.0,"7,55",5.0,N,"5,95",,,0,0,0,2,1,
201802832,ACUG1051,AP,1,68,77,"7,41","7,26",44.0,68.0,68.0,"7,25",40.0,"7,57",11.0,N,"4,00",,,0,0,1,1,3,
201906625,ACUG1051,AP,1,66,64,"7,01","7,26",26.0,71.0,65.0,"7,00",22.0,"7,50",7.0,N,"4,28",,,0,0,0,2,3,
202106167,ACUG1051,AP,1,78,75,"7,96","7,26",14.0,81.0,84.0,"8,43",14.0,"8,43",4.0,N,,,,0,0,0,2,3,
202001269,ACUG1052,AP,1,91,78,"8,01","7,63",14.0,69.0,67.0,"7,13",12.0,"7,35",5.0,N,"5,79",,,0,0,0,1,2,
202105417,ACUG1052,AP,1,81,86,"8,66","7,63",18.0,71.0,76.0,"7,46",17.0,"7,55",5.0,N,"5,95",,,0,0,0,2,1,
202006334,ACUG1052,AP,1,81,92,"8,99","7,63",22.0,73.0,72.0,"7,61",20.0,"7,84",7.0,N,"5,68","4,84",,0,0,1,2,2,
202106167,ACUG1052,AP,1,92,96,"9,16","7,63",14.0,81.0,84.0,"8,43",14.0,"8,43",4.0,N,,,,0,0,0,2,3,
201912565,ACUG1053,AP,1,76,75,"7,59","5,79",24.0,86.0,79.0,"8,33",24.0,"8,33",7.0,N,,,,0,1,2,1,2,
201915162,ACUG1053,AP,1,84,83,"8,48","5,79",28.0,88.0,82.0,"8,61",27.0,"8,80",7.0,N,"3,50",,,0,0,1,0,2,
201700499,ACUG1053,AP,1,70,70,"6,91","5,79",48.0,69.0,65.0,"7,05",40.0,"7,55",12.0,N,"4,41","5,52",,0,1,2,0,1,
201802832,ACUG1053,AP,1,66,49,"6,30","5,79",44.0,68.0,68.0,"7,25",40.0,"7,57",11.0,N,"4,00",,,0,0,1,1,3,
201906625,ACUG1053,AP,1,62,70,"6,87","5,79",26.0,71.0,65.0,"7,00",22.0,"7,50",7.0,N,"4,28",,,0,0,0,2,3,
202106167,ACUG1053,AP,1,84,77,"7,73","5,79",14.0,81.0,84.0,"8,43",14.0,"8,43",4.0,N,,,,0,0,0,2,3,
202104378,ACUG1054,AP,1,57,69,"7,26","6,73",14.0,66.0,69.0,"7,28",12.0,"7,66",4.0,N,"4,98",,,0,0,0,2,3,
202108007,ACUG1054,AP,1,79,75,"8,09","6,73",8.0,67.0,61.0,"6,92",7.0,"7,31",3.0,S,"4,15",,,0,0,0,2,2,
202107439,ACUG1054,AP,1,73,46,"6,86","6,73",9.0,62.0,59.0,"6,30",7.0,"6,84",4.0,N,"4,44",,,0,0,0,1,3,
202105854,ACUG1054,AP,1,79,68,"7,69","6,73",14.0,66.0,68.0,"7,15",12.0,"7,40",4.0,N,"5,59",,,0,0,0,2,3,
202110706,ACUG1054,AP,1,87,82,"8,31","6,73",9.0,70.0,75.0,"7,54",8.0,"7,78",3.0,N,"5,65",,,0,0,0,1,4,
201902871,ACUG1054,AP,1,89,90,"9,26","6,73",34.0,71.0,63.0,"6,92",27.0,"7,89",10.0,N,"3,17",,,0,0,0,1,1,
201912565,ACUG1056,AP,1,91,85,"9,07","7,68",24.0,86.0,79.0,"8,33",24.0,"8,33",7.0,N,,,,0,1,2,1,2,
201915162,ACUG1056,AP,1,74,90,"8,71","7,68",28.0,88.0,82.0,"8,61",27.0,"8,80",7.0,N,"3,50",,,0,0,1,0,2,
201906112,ACUG1056,AP,1,88,80,"9,37","7,68",38.0,85.0,82.0,"8,64",37.0,"8,73",9.0,N,"5,58",,,0,1,2,0,0,
202001400,ACUG1056,AP,1,75,70,"8,01","7,68",26.0,86.0,79.0,"8,44",26.0,"8,44",6.0,N,,,,0,0,3,1,1,
201700085,ACUG1056,AP,1,85,95,"9,00","7,68",42.0,64.0,60.0,"6,71",31.0,"7,91",10.0,N,"3,43","2,34",,0,1,2,0,1,
201914223,ACUG1056,AP,1,76,80,"8,40","7,68",30.0,86.0,81.0,"8,65",30.0,"8,65",7.0,N,,,,0,0,3,0,2,
202002440,ACUG1056,AP,1,79,60,"7,62","7,68",28.0,80.0,74.0,"7,94",28.0,"7,94",8.0,N,,,,0,0,3,1,2,
201700499,ACUG1056,AP,1,60,70,"7,34","7,68",48.0,69.0,65.0,"7,05",40.0,"7,55",12.0,N,"4,41","5,52",,0,1,2,0,1,
202003505,ACUG1056,AP,1,83,60,"7,88","7,68",22.0,81.0,74.0,"8,00",20.0,"8,31",6.0,N,"3,79","5,87",,0,0,3,0,3,
202001186,ACUG1056,AP,1,60,80,"7,78","7,68",24.0,87.0,80.0,"8,57",24.0,"8,57",6.0,N,,,,0,0,3,0,2,
201708047,ACUG1056,AP,1,60,62,"6,76","7,68",37.0,56.0,56.0,"5,94",24.0,"7,13",11.0,N,"3,21","5,49",,0,0,2,0,2,
201917168,ACUG1056,AP,1,77,50,"8,75","7,68",27.0,89.0,87.0,"9,00",27.0,"9,00",7.0,N,,,,0,0,3,0,1,
201802832,ACUG1057,AP,1,93,94,"9,54","6,60",44.0,68.0,68.0,"7,25",40.0,"7,57",11.0,N,"4,00",,,0,0,1,1,3,
201401548,ACUG1059,AP,1,92,90,"9,37","7,90",35.0,55.0,65.0,"6,77",26.0,"7,82",10.0,N,"3,63","5,09",,0,0,1,0,1,
202003505,ACUG1059,AP,1,83,91,"9,09","7,90",22.0,81.0,74.0,"8,00",20.0,"8,31",6.0,N,"3,79","5,87",,0,0,3,0,3,
202006334,ACUG1059,AP,1,76,88,"8,74","7,90",22.0,73.0,72.0,"7,61",20.0,"7,84",7.0,N,"5,68","4,84",,0,0,1,2,2,
201708047,ACUG1059,AP,1,73,92,"8,77","7,90",37.0,56.0,56.0,"5,94",24.0,"7,13",11.0,N,"3,21","5,49",,0,0,2,0,2,
200118792,ADMG1005,AP,1,66,75,"7,60","7,45",37.0,59.0,59.0,"6,33",27.0,"7,33",,N,"3,45","4,87","2,55",0,0,1,2,2,
201024346,ADMG1005,RP,3,0,0,"0,00","7,45",60.0,39.0,39.0,"4,30",25.0,"6,99",,N,"2,10","2,84","3,85",0,0,0,1,1,
201304027,ADMG1005,AP,1,78,87,"7,48","7,45",58.0,51.0,56.0,"6,02",35.0,"7,12",16.0,N,"4,26","4,65","4,20",0,2,0,2,1,
201406152,ADMG1005,AP,1,78,89,"8,72","7,45",59.0,62.0,67.0,"7,06",44.0,"7,80",15.0,S,"4,79","5,18","5,58",0,0,0,2,3,
201407690,ADMG1005,AP,1,79,78,"7,32","7,45",43.0,57.0,61.0,"6,52",30.0,"7,46",13.0,S,"4,11","4,62","5,60",0,0,0,1,3,
201409766,ADMG1005,AP,1,86,82,"8,67","7,45",44.0,50.0,49.0,"5,23",23.0,"7,28",13.0,S,"3,37","2,31","3,10",0,1,0,1,1,
201412438,ADMG1005,AP,1,76,64,"7,06","7,45",52.0,45.0,52.0,"5,53",27.0,"7,11",16.0,S,"3,62","4,97","3,62",0,0,1,1,3,
201420330,ADMG1005,AP,3,63,64,"6,60","7,45",60.0,46.0,42.0,"5,04",29.0,"6,86",16.0,S,"3,41","3,57","3,02",0,0,0,1,2,
201614492,ADMG1005,AP,1,88,76,"8,26","7,45",40.0,67.0,58.0,"6,64",29.0,"7,81",9.0,N,"3,52","3,77","3,50",0,0,0,2,3,
201913324,ADMG1005,AP,1,86,87,"8,09","7,45",24.0,82.0,78.0,"8,43",24.0,"8,43",7.0,N,,,,0,0,0,1,2,
201800455,ADMG1005,AP,1,80,77,"8,13","7,45",26.0,75.0,73.0,"7,72",25.0,"7,81",10.0,N,"5,33",,,0,1,0,3,1,
201802824,ADMG1005,AP,1,97,100,"9,26","7,45",41.0,61.0,61.0,"6,76",34.0,"7,21",11.0,N,"4,53",,,0,0,1,3,1,
201809050,ADMG1005,AP,1,85,90,"9,03","7,45",35.0,79.0,78.0,"8,09",34.0,"8,20",9.0,N,"4,18",,,0,0,0,3,1,
201813664,ADMG1005,AP,1,69,83,"7,96","7,45",39.0,71.0,68.0,"7,28",35.0,"7,62",9.0,N,"4,30",,,0,1,1,1,1,
201907755,ADMG1005,AP,1,58,71,"6,94","7,45",27.0,64.0,67.0,"7,02",23.0,"7,42",8.0,N,"4,68",,,0,0,1,1,2,
201909017,ADMG1005,AP,1,83,78,"8,21","7,45",26.0,69.0,63.0,"6,99",22.0,"7,34",9.0,N,"5,05",,,0,0,1,1,3,
201912086,ADMG1005,AP,1,50,45,"6,60","7,45",29.0,78.0,74.0,"7,93",28.0,"8,05",7.0,N,"4,61",,,0,0,1,1,2,
201912656,ADMG1005,AP,1,80,70,"7,65","7,45",30.0,71.0,67.0,"7,23",24.0,"7,97",7.0,N,"4,26",,,0,0,0,3,2,
201913852,ADMG1005,AP,1,38,78,"6,49","7,45",30.0,73.0,70.0,"7,51",28.0,"7,75",7.0,N,"4,11",,,0,0,1,2,1,
201914991,ADMG1005,AP,1,85,92,"9,19","7,45",29.0,84.0,81.0,"8,40",27.0,"8,63",8.0,N,"5,38",,,0,1,0,2,1,
201915071,ADMG1005,AP,1,88,90,"8,48","7,45",29.0,73.0,63.0,"7,26",27.0,"7,50",7.0,N,"3,95",,,0,0,1,1,2,
202001699,ADMG1005,AP,1,92,89,"8,61","7,45",20.0,65.0,65.0,"7,20",19.0,"7,29",6.0,N,"5,45",,,0,0,1,2,2,
202001954,ADMG1005,AP,1,68,69,"7,13","7,45",23.0,76.0,69.0,"7,70",21.0,"7,89",7.0,N,"5,64",,,0,0,1,2,1,
202002945,ADMG1005,AP,1,81,89,"8,80","7,45",25.0,77.0,73.0,"7,83",23.0,"8,03",7.0,N,"5,55",,,0,0,2,1,2,
201500518,ADMG1005,AP,1,85,72,"7,41","7,45",33.0,50.0,58.0,"6,04",20.0,"6,81",8.0,N,"4,84","5,12",,0,0,1,1,2,
201504065,ADMG1005,AP,1,89,74,"8,04","7,45",42.0,55.0,56.0,"6,29",27.0,"7,48",13.0,S,"4,64","4,02",,0,0,0,1,2,
201604485,ADMG1005,AP,1,81,86,"8,33","7,45",59.0,55.0,56.0,"5,97",43.0,"7,00",15.0,N,"3,66","3,56",,0,0,0,1,2,
201612322,ADMG1005,AP,1,77,63,"7,66","7,45",29.0,61.0,59.0,"6,70",22.0,"7,40",9.0,N,"3,93","5,88",,0,0,1,1,3,
201613064,ADMG1005,RP,1,69,0,"2,98","7,45",36.0,64.0,56.0,"6,72",27.0,"7,62",10.0,N,"4,19","2,58",,0,0,1,2,3,
201705555,ADMG1005,AP,2,90,95,"8,60","7,45",42.0,61.0,52.0,"6,12",26.0,"7,53",13.0,N,"3,69","3,84",,0,0,0,2,2,
201802014,ADMG1005,AP,1,80,79,"8,17","7,45",36.0,71.0,63.0,"7,10",30.0,"7,79",10.0,N,"3,38","5,06",,0,0,0,1,3,
201813532,ADMG1005,AP,1,76,73,"7,52","7,45",36.0,60.0,58.0,"6,38",25.0,"7,42",10.0,S,"3,93","4,48",,0,0,0,3,2,
201902384,ADMG1005,AP,1,83,75,"7,99","7,45",31.0,64.0,57.0,"6,75",25.0,"7,29",8.0,N,"4,48","4,56",,0,0,1,1,3,
202011839,ADMG1005,AP,1,72,70,"7,46","7,45",19.0,58.0,60.0,"6,41",16.0,"7,03",6.0,N,"1,98","5,27",,0,0,2,2,2,
202003398,ADMG1005,AP,1,90,92,"9,01","7,45",22.0,78.0,79.0,"8,06",21.0,"8,22",6.0,N,"4,75",,,0,0,0,1,3,
