COD_ESTUDIANTE,COD_MATERIA_ACAD_MO,ESTADO_MAT_TOMADA_MO,VEZ_TOMADA_MO,NOTA1_MO,NOTA2MO,PROMEDIO_MO,DIFICULTAD_MO,T_MAT_TOMADAS,PROM_1PARCIAL,PROM_2PARCIAL,PROM_CALIFICACIONES,MAT_APROBADAS,PROM_CALIF_APROBADAS,TERMINOS_REGISTRADOS,PERDIO_CARRERA,PROM_MAT_REPROBADAS1,PROM_MAT_REPROBADAS2,PROM_MAT_REPROBADAS3,MUY_FACIL,FACIL,MODERADA,DIFICIL,MUY_DIFICIL,GPA_ULTIMO
202105854,ACUG1042,AP,1,76,76,"7,96","7,24",19.0,66.0,66.0,"7,06",17.0,"7,23",5.0,N,"5,59",,,0,0,0,2,3,
202101119,ACUG1042,AP,1,77,78,"8,12","7,24",17.0,65.0,67.0,"6,90",15.0,"7,34",5.0,N,"3,60",,,0,0,0,2,2,
201912565,ACUG1043,AP,1,95,99,"9,61","7,55",31.0,86.0,79.0,"8,34",31.0,"8,34",8.0,N,,,,0,1,0,1,0,
201906112,ACUG1043,AP,1,94,98,"9,93","7,55",42.0,86.0,82.0,"8,71",41.0,"8,79",10.0,N,"5,58",,,0,1,1,1,0,
202001400,ACUG1043,AP,1,94,98,"9,72","7,55",32.0,85.0,77.0,"8,31",32.0,"8,31",7.0,N,,,,0,2,1,1,0,
201700085,ACUG1043,AP,1,98,99,"9,71","7,55",47.0,65.0,61.0,"6,78",36.0,"7,83",11.0,N,"3,43","2,34",,0,1,1,1,0,
201914223,ACUG1043,AP,1,91,98,"9,49","7,55",35.0,84.0,79.0,"8,49",35.0,"8,49",8.0,N,,,,0,2,1,1,0,
202002440,ACUG1043,AP,1,93,97,"9,65","7,55",35.0,78.0,72.0,"7,80",35.0,"7,80",10.0,N,,,,0,2,1,1,0,
201700499,ACUG1043,AP,1,77,80,"8,34","7,55",54.0,69.0,66.0,"7,11",46.0,"7,55",13.0,N,"4,41","5,52",,0,1,0,1,0,
202003505,ACUG1043,AP,1,87,97,"9,38","7,55",29.0,81.0,72.0,"7,96",27.0,"8,20",8.0,N,"3,79","5,87",,0,2,0,1,2,
202001186,ACUG1043,AP,1,93,93,"9,51","7,55",29.0,84.0,77.0,"8,35",29.0,"8,35",7.0,N,,,,0,1,1,1,0,
201917168,ACUG1043,AP,1,96,100,"9,86","7,55",32.0,88.0,84.0,"8,98",32.0,"8,98",8.0,N,,,,0,2,1,1,0,
201705837,ACUG1045,AP,1,52,77,"6,91","7,97",50.0,65.0,61.0,"6,85",41.0,"7,60",13.0,N,"3,28","4,62",,1,0,1,1,0,
201906559,ACUG1045,AP,1,77,91,"8,88","7,97",38.0,84.0,82.0,"8,54",38.0,"8,54",9.0,N,,,,0,0,2,0,0,
201705829,ACUG1045,AP,1,50,72,"6,97","7,97",53.0,64.0,64.0,"6,92",44.0,"7,42",13.0,N,"4,40","5,24",,1,0,1,0,0,
201417345,ACUG1045,AP,1,86,64,"7,95","7,97",64.0,56.0,58.0,"6,44",49.0,"7,46",17.0,N,"3,09",,,1,0,1,0,0,
201912565,ACUG1046,AP,1,79,90,"8,85","8,20",31.0,86.0,79.0,"8,34",31.0,"8,34",8.0,N,,,,0,1,0,1,0,
201906112,ACUG1046,AP,1,90,99,"9,61","8,20",42.0,86.0,82.0,"8,71",41.0,"8,79",10.0,N,"5,58",,,0,1,1,1,0,
202001400,ACUG1046,AP,1,90,92,"9,28","8,20",32.0,85.0,77.0,"8,31",32.0,"8,31",7.0,N,,,,0,2,1,1,0,
201700085,ACUG1046,AP,1,94,91,"9,29","8,20",47.0,65.0,61.0,"6,78",36.0,"7,83",11.0,N,"3,43","2,34",,0,1,1,1,0,
201914223,ACUG1046,AP,1,88,94,"9,28","8,20",35.0,84.0,79.0,"8,49",35.0,"8,49",8.0,N,,,,0,2,1,1,0,
202002440,ACUG1046,AP,1,88,93,"9,33","8,20",35.0,78.0,72.0,"7,80",35.0,"7,80",10.0,N,,,,0,2,1,1,0,
201700499,ACUG1046,AP,1,75,81,"8,19","8,20",54.0,69.0,66.0,"7,11",46.0,"7,55",13.0,N,"4,41","5,52",,0,1,0,1,0,
202003505,ACUG1046,AP,1,84,88,"9,02","8,20",29.0,81.0,72.0,"7,96",27.0,"8,20",8.0,N,"3,79","5,87",,0,2,0,1,2,
202001186,ACUG1046,AP,1,93,91,"9,38","8,20",29.0,84.0,77.0,"8,35",29.0,"8,35",7.0,N,,,,0,1,1,1,0,
201917168,ACUG1046,AP,1,97,94,"9,68","8,20",32.0,88.0,84.0,"8,98",32.0,"8,98",8.0,N,,,,0,2,1,1,0,
201912565,ACUG1047,AP,1,80,83,"8,46","8,06",31.0,86.0,79.0,"8,34",31.0,"8,34",8.0,N,,,,0,1,0,1,0,
201906112,ACUG1047,AP,1,85,91,"9,16","8,06",42.0,86.0,82.0,"8,71",41.0,"8,79",10.0,N,"5,58",,,0,1,1,1,0,
202001400,ACUG1047,AP,1,84,85,"8,88","8,06",32.0,85.0,77.0,"8,31",32.0,"8,31",7.0,N,,,,0,2,1,1,0,
201700085,ACUG1047,AP,1,88,90,"9,17","8,06",47.0,65.0,61.0,"6,78",36.0,"7,83",11.0,N,"3,43","2,34",,0,1,1,1,0,
201914223,ACUG1047,AP,1,93,90,"9,40","8,06",35.0,84.0,79.0,"8,49",35.0,"8,49",8.0,N,,,,0,2,1,1,0,
201705829,ACUG1047,AP,1,56,66,"6,88","8,06",53.0,64.0,64.0,"6,92",44.0,"7,42",13.0,N,"4,40","5,24",,1,0,1,0,0,
202002440,ACUG1047,AP,1,81,84,"8,77","8,06",35.0,78.0,72.0,"7,80",35.0,"7,80",10.0,N,,,,0,2,1,1,0,
201700499,ACUG1047,AP,1,76,75,"8,28","8,06",54.0,69.0,66.0,"7,11",46.0,"7,55",13.0,N,"4,41","5,52",,0,1,0,1,0,
202001186,ACUG1047,AP,1,84,79,"8,70","8,06",29.0,84.0,77.0,"8,35",29.0,"8,35",7.0,N,,,,0,1,1,1,0,
201917168,ACUG1047,AP,1,96,96,"9,72","8,06",32.0,88.0,84.0,"8,98",32.0,"8,98",8.0,N,,,,0,2,1,1,0,
201915162,ACUG1048,AP,1,45,90,"9,47","7,90",32.0,87.0,82.0,"8,56",31.0,"8,72",8.0,N,"3,50",,,0,0,2,1,0,
201906559,ACUG1048,AP,1,50,85,"9,12","7,90",38.0,84.0,82.0,"8,54",38.0,"8,54",9.0,N,,,,0,0,2,0,0,
201902871,ACUG1048,AP,1,50,85,"9,30","7,90",36.0,72.0,64.0,"7,01",29.0,"7,94",11.0,N,"3,17",,,0,0,1,3,0,
201807286,ACUG1049,AP,1,50,37,"6,05","6,50",39.0,60.0,53.0,"6,05",27.0,"7,39",10.0,N,"2,86","5,14",,0,0,1,2,1,
202003505,ACUG1049,AP,1,53,61,"7,00","6,50",29.0,81.0,72.0,"7,96",27.0,"8,20",8.0,N,"3,79","5,87",,0,2,0,1,2,
201708047,ACUG1049,AP,1,54,50,"6,50","6,50",41.0,57.0,57.0,"6,00",27.0,"7,18",12.0,N,"3,25","5,49",,0,0,0,0,3,
201802832,ACUG1049,AP,1,52,59,"6,70","6,50",49.0,68.0,69.0,"7,28",45.0,"7,57",12.0,N,"4,00",,,0,0,3,0,1,
201604279,ACUG1050,AP,1,79,63,"7,10","5,53",31.0,60.0,70.0,"7,31",24.0,"7,86",7.0,N,"5,61","5,01",,0,0,0,1,3,
202006334,ACUG1050,AP,1,58,62,"6,00","5,53",28.0,75.0,75.0,"7,84",26.0,"8,04",8.0,N,"5,68","4,84",,0,0,1,1,2,
201906625,ACUG1050,AP,2,78,60,"6,90","5,53",31.0,70.0,65.0,"6,98",26.0,"7,49",8.0,N,"4,34",,,0,0,1,1,1,
202106167,ACUG1050,AP,1,32,67,"6,55","5,53",20.0,83.0,83.0,"8,49",20.0,"8,49",5.0,N,,,,0,0,1,0,3,
201807286,ACUG1051,AP,2,76,81,"7,56","7,26",39.0,60.0,53.0,"6,05",27.0,"7,39",10.0,N,"2,86","5,14",,0,0,1,2,1,
202108007,ACUG1051,AP,1,55,64,"6,65","7,26",12.0,63.0,58.0,"6,69",10.0,"7,41",4.0,S,"3,13",,,0,0,0,1,2,
202107439,ACUG1051,AP,1,63,67,"7,16","7,26",14.0,64.0,61.0,"6,51",12.0,"6,86",5.0,N,"4,44",,,0,0,0,2,1,
202105854,ACUG1051,AP,1,77,57,"7,36","7,26",19.0,66.0,66.0,"7,06",17.0,"7,23",5.0,N,"5,59",,,0,0,0,2,3,
201902871,ACUG1051,AP,1,88,85,"8,78","7,26",36.0,72.0,64.0,"7,01",29.0,"7,94",11.0,N,"3,17",,,0,0,1,3,0,
201604279,ACUG1051,AP,1,77,88,"8,59","7,26",31.0,60.0,70.0,"7,31",24.0,"7,86",7.0,N,"5,61","5,01",,0,0,0,1,3,
201607918,ACUG1051,AP,1,84,43,"6,99","7,26",19.0,70.0,65.0,"7,07",16.0,"7,82",11.0,N,"3,10",,,0,0,0,1,2,
202107439,ACUG1052,AP,1,66,74,"7,12","7,63",14.0,64.0,61.0,"6,51",12.0,"6,86",5.0,N,"4,44",,,0,0,0,2,1,
202105854,ACUG1052,AP,1,66,77,"7,31","7,63",19.0,66.0,66.0,"7,06",17.0,"7,23",5.0,N,"5,59",,,0,0,0,2,3,
201902871,ACUG1052,AP,1,90,88,"8,96","7,63",36.0,72.0,64.0,"7,01",29.0,"7,94",11.0,N,"3,17",,,0,0,1,3,0,
202105854,ACUG1053,AP,1,49,64,"6,62","5,79",19.0,66.0,66.0,"7,06",17.0,"7,23",5.0,N,"5,59",,,0,0,0,2,3,
201105723,ACUG1054,AP,3,90,87,"9,10","6,73",26.0,21.0,13.0,"2,00",4.0,"6,76",,N,"1,05","1,10","1,53",0,0,0,1,2,
201401548,ACUG1054,AP,1,89,89,"8,93","6,73",37.0,57.0,66.0,"6,86",28.0,"7,86",11.0,N,"3,63","5,09",,0,0,0,1,2,
202206413,ACUG1054,AP,1,68,82,"7,80","6,73",9.0,55.0,59.0,"6,55",6.0,"7,35",3.0,N,"5,34","4,14",,0,0,0,0,3,
202206843,ACUG1054,AP,1,0,76,"8,59","6,73",9.0,54.0,51.0,"5,96",6.0,"6,88",3.0,S,"4,12",,,0,0,0,1,3,
202202479,ACUG1054,AP,1,77,86,"8,34","6,73",8.0,61.0,72.0,"7,27",7.0,"7,57",3.0,N,"5,11",,,0,0,0,2,3,
202201869,ACUG1054,AP,1,80,87,"8,60","6,73",9.0,72.0,77.0,"7,88",9.0,"7,88",3.0,N,,,,0,0,0,1,3,
202107918,ACUG1054,AP,1,50,61,"6,28","6,73",12.0,55.0,54.0,"5,95",8.0,"6,96",4.0,N,"3,91",,,0,0,0,1,3,
202101119,ACUG1054,AP,1,75,82,"8,13","6,73",17.0,65.0,67.0,"6,90",15.0,"7,34",5.0,N,"3,60",,,0,0,0,2,2,
201105723,ACUG1055,AP,2,83,93,"9,01","7,20",26.0,21.0,13.0,"2,00",4.0,"6,76",,N,"1,05","1,10","1,53",0,0,0,1,2,
201905072,ACUG1055,AP,1,76,97,"8,99","7,20",26.0,50.0,42.0,"4,95",14.0,"6,70",8.0,N,"2,84","2,92",,0,0,0,1,3,
202213609,ACUG1055,AP,1,77,97,"9,03","7,20",4.0,47.0,55.0,"5,74",1.0,"8,75",2.0,S,"4,74",,,0,0,0,1,3,
202213542,ACUG1055,AP,1,87,93,"9,09","7,20",5.0,64.0,64.0,"6,98",4.0,"7,77",2.0,N,"3,82",,,0,0,0,2,2,
202213559,ACUG1055,AP,1,79,97,"9,01","7,20",4.0,61.0,63.0,"6,57",3.0,"7,17",2.0,N,"4,77",,,0,0,0,2,2,
202215976,ACUG1055,AP,1,85,86,"8,59","7,20",6.0,57.0,62.0,"6,68",3.0,"8,22",3.0,N,"5,14",,,0,0,0,1,4,
202105417,ACUG1055,AP,1,72,97,"8,85","7,20",22.0,72.0,76.0,"7,56",21.0,"7,64",6.0,N,"5,95",,,0,0,0,2,3,
202107439,ACUG1055,AP,1,74,93,"8,69","7,20",14.0,64.0,61.0,"6,51",12.0,"6,86",5.0,N,"4,44",,,0,0,0,2,1,
202207189,ACUG1055,AP,1,76,86,"8,28","7,20",4.0,51.0,55.0,"6,25",3.0,"6,86",2.0,N,"4,44",,,0,0,0,1,3,
202202479,ACUG1055,AP,1,78,93,"8,83","7,20",8.0,61.0,72.0,"7,27",7.0,"7,57",3.0,N,"5,11",,,0,0,0,2,3,
202213567,ACUG1055,AP,1,74,93,"8,63","7,20",4.0,44.0,54.0,"5,41",1.0,"7,50",2.0,N,"4,72",,,0,0,0,1,2,
202202255,ACUG1055,AP,1,89,97,"9,45","7,20",8.0,63.0,49.0,"6,26",6.0,"6,83",3.0,N,"4,65","4,45",,0,0,0,2,1,
201902871,ACUG1055,AP,1,78,93,"8,83","7,20",36.0,72.0,64.0,"7,01",29.0,"7,94",11.0,N,"3,17",,,0,0,1,3,0,
202210670,ACUG1055,AP,1,91,93,"9,23","7,20",4.0,48.0,42.0,"5,18",2.0,"6,38",2.0,N,"3,98",,,0,0,0,2,2,
202213591,ACUG1055,AP,1,80,93,"8,84","7,20",5.0,55.0,57.0,"6,12",3.0,"7,15",3.0,S,"4,57",,,0,0,0,2,2,
202213575,ACUG1055,AP,1,81,86,"8,45","7,20",3.0,53.0,46.0,"5,22",1.0,"7,40",2.0,S,"4,14",,,0,0,0,1,2,
202213625,ACUG1055,AP,1,91,86,"8,80","7,20",4.0,60.0,63.0,"6,40",3.0,"6,67",2.0,N,"5,57",,,0,0,0,2,3,
201904786,ACUG1055,AP,1,72,97,"8,85","7,20",25.0,63.0,63.0,"6,78",20.0,"7,52",9.0,N,"3,40","5,48",,0,0,0,3,1,
202207338,ACUG1055,AP,1,80,86,"8,42","7,20",4.0,38.0,38.0,"4,22",1.0,"7,85",2.0,N,"3,01",,,0,0,0,1,2,
202213617,ACUG1055,AP,1,80,86,"8,42","7,20",4.0,52.0,50.0,"5,67",1.0,"9,65",2.0,N,"4,35",,,0,0,0,1,2,
201807286,ACUG1056,AP,2,89,90,"9,11","7,68",39.0,60.0,53.0,"6,05",27.0,"7,39",10.0,N,"2,86","5,14",,0,0,1,2,1,
201802832,ACUG1056,AP,1,89,99,"9,58","7,68",49.0,68.0,69.0,"7,28",45.0,"7,57",12.0,N,"4,00",,,0,0,3,0,1,
202105417,ACUG1057,AP,1,80,58,"7,68","6,60",22.0,72.0,76.0,"7,56",21.0,"7,64",6.0,N,"5,95",,,0,0,0,2,3,
201604279,ACUG1057,AP,1,96,70,"8,60","6,60",31.0,60.0,70.0,"7,31",24.0,"7,86",7.0,N,"5,61","5,01",,0,0,0,1,3,
202006334,ACUG1057,AP,1,64,47,"6,79","6,60",28.0,75.0,75.0,"7,84",26.0,"8,04",8.0,N,"5,68","4,84",,0,0,1,1,2,
202106167,ACUG1057,AP,1,94,82,"9,01","6,60",20.0,83.0,83.0,"8,49",20.0,"8,49",5.0,N,,,,0,0,1,0,3,
201802832,ACUG1059,AP,1,78,75,"8,05","7,90",49.0,68.0,69.0,"7,28",45.0,"7,57",12.0,N,"4,00",,,0,0,3,0,1,
201906625,ACUG1059,AP,1,81,73,"8,24","7,90",31.0,70.0,65.0,"6,98",26.0,"7,49",8.0,N,"4,34",,,0,0,1,1,1,
202106167,ACUG1059,AP,1,78,80,"8,23","7,90",20.0,83.0,83.0,"8,49",20.0,"8,49",5.0,N,,,,0,0,1,0,3,
201311665,ADMG1005,RP,1,35,0,"1,22","7,45",51.0,44.0,48.0,"5,34",29.0,"6,98",20.0,S,"3,07","3,19","4,60",0,0,0,1,1,
201703774,ADMG1005,AP,1,79,69,"7,40","7,45",34.0,51.0,50.0,"5,38",20.0,"6,94",11.0,S,"2,82","5,10","5,66",0,0,0,2,4,
201704129,ADMG1005,AP,1,97,85,"9,22","7,45",40.0,65.0,62.0,"6,85",32.0,"7,43",11.0,S,"4,31","5,54","4,74",0,0,1,2,2,
201706884,ADMG1005,AP,1,83,70,"7,84","7,45",42.0,62.0,64.0,"6,77",37.0,"7,30",11.0,S,"3,12","4,84","0,16",0,0,1,2,3,
201708161,ADMG1005,AP,1,92,88,"9,24","7,45",44.0,66.0,69.0,"7,17",35.0,"7,68",10.0,S,"5,18","4,80","5,86",0,0,2,3,1,
201708740,ADMG1005,AP,1,90,88,"8,90","7,45",39.0,60.0,51.0,"5,98",24.0,"7,41",10.0,S,"3,54","3,64","5,66",0,0,1,3,1,
201801206,ADMG1005,AP,1,85,70,"7,79","7,45",39.0,56.0,53.0,"6,07",27.0,"7,13",10.0,S,"3,20","4,95","5,65",0,0,0,1,3,
202106118,ADMG1005,AP,1,85,87,"8,27","7,45",18.0,78.0,80.0,"8,05",18.0,"8,05",5.0,N,,,,0,0,0,1,3,
201401548,ADMG1005,AP,1,75,80,"7,61","7,45",37.0,57.0,66.0,"6,86",28.0,"7,86",11.0,N,"3,63","5,09",,0,0,0,1,2,
201606217,ADMG1005,AP,2,74,78,"7,45","7,45",53.0,50.0,52.0,"5,65",33.0,"7,03",15.0,N,"3,25","4,99",,0,0,0,1,1,
201804358,ADMG1005,AP,1,86,72,"7,78","7,45",39.0,59.0,43.0,"5,22",24.0,"6,83",11.0,N,"2,61","5,01",,1,0,0,2,2,
201912540,ADMG1005,AP,1,70,63,"6,15","7,45",27.0,62.0,54.0,"6,13",18.0,"7,07",8.0,S,"4,26","4,23",,0,0,0,1,2,
202003703,ADMG1005,AP,1,86,84,"8,32","7,45",26.0,65.0,62.0,"6,90",21.0,"7,51",8.0,N,"5,21","4,77",,0,0,0,2,1,
201512682,ADMG1005,AP,1,89,84,"8,48","7,45",47.0,58.0,45.0,"5,59",33.0,"6,82",13.0,N,"2,74",,,0,0,1,1,2,
201711348,ADMG1005,AP,1,93,48,"7,93","7,45",32.0,63.0,61.0,"6,70",24.0,"7,47",8.0,N,"4,37",,,0,0,0,4,0,
201800943,ADMG1005,AP,1,70,71,"6,82","7,45",44.0,67.0,64.0,"6,95",37.0,"7,40",11.0,N,"4,99",,,1,0,0,1,2,
201808714,ADMG1005,AP,1,95,88,"9,07","7,45",51.0,69.0,70.0,"7,45",49.0,"7,57",12.0,N,"4,71",,,0,0,0,1,1,
201809092,ADMG1005,PF,1,2,0,"0,07","7,45",41.0,65.0,65.0,"6,99",35.0,"7,30",11.0,N,"5,24",,,0,1,1,1,1,
201902319,ADMG1005,AP,1,69,70,"7,20","7,45",42.0,72.0,72.0,"7,56",41.0,"7,61",9.0,N,"5,80",,,0,0,0,2,1,
201903242,ADMG1005,AP,1,91,75,"8,42","7,45",34.0,61.0,55.0,"6,34",28.0,"6,74",9.0,N,"4,46",,,0,0,1,1,2,
201903739,ADMG1005,AP,1,92,87,"9,20","7,45",30.0,62.0,63.0,"6,78",26.0,"7,05",9.0,N,"4,98",,,1,0,0,2,1,
201905395,ADMG1005,AP,1,77,87,"8,26","7,45",35.0,71.0,67.0,"7,12",30.0,"7,60",9.0,N,"4,19",,,0,0,1,2,1,
201908522,ADMG1005,AP,1,92,90,"8,86","7,45",37.0,57.0,44.0,"5,38",21.0,"6,63",11.0,N,"3,82",,,0,0,0,1,3,
201916384,ADMG1005,AP,1,84,81,"8,29","7,45",33.0,71.0,70.0,"7,48",32.0,"7,60",9.0,N,"3,54",,,0,1,1,2,1,
202013173,ADMG1005,AP,1,89,92,"9,21","7,45",22.0,81.0,80.0,"8,19",21.0,"8,39",6.0,N,"4,08",,,0,0,0,3,3,
202000402,ADMG1005,AP,1,62,90,"8,02","7,45",29.0,80.0,80.0,"8,36",29.0,"8,36",7.0,N,,,,0,0,0,1,4,
202004446,ADMG1005,AP,1,73,81,"7,67","7,45",24.0,76.0,74.0,"7,94",24.0,"7,94",7.0,N,,,,0,0,0,1,2,
202012811,ADMG1005,AP,1,89,76,"7,99","7,45",21.0,78.0,76.0,"8,12",21.0,"8,12",7.0,N,,,,0,0,1,1,3,
202013561,ADMG1005,AP,1,61,70,"6,86","7,45",19.0,80.0,78.0,"8,23",19.0,"8,23",6.0,N,,,,0,0,1,1,4,
201909108,ADMG1005,AP,1,62,79,"7,51","7,45",40.0,66.0,68.0,"7,31",35.0,"7,57",9.0,N,"5,53",,,0,0,2,2,1,
201911179,ADMG1005,AP,1,92,92,"9,08","7,45",34.0,76.0,71.0,"7,89",33.0,"8,01",9.0,N,"4,02",,,0,0,0,2,2,
202000568,ADMG1005,AP,1,87,93,"8,91","7,45",24.0,71.0,71.0,"7,54",23.0,"7,78",7.0,N,"1,94",,,0,0,2,3,0,
202009676,ADMG1005,AP,1,58,81,"7,35","7,45",28.0,65.0,43.0,"5,67",18.0,"6,88",7.0,N,"3,49",,,0,0,1,1,3,
202011391,ADMG1005,AP,1,90,88,"9,14","7,45",22.0,75.0,74.0,"7,91",21.0,"8,02",6.0,N,"5,48",,,0,0,0,2,2,
202012704,ADMG1005,AP,1,70,76,"7,78","7,45",25.0,82.0,80.0,"8,44",24.0,"8,58",6.0,N,"5,20",,,0,1,2,2,0,
202100038,ADMG1005,AP,1,96,88,"9,11","7,45",18.0,73.0,69.0,"7,52",16.0,"7,95",5.0,N,"4,10",,,0,0,0,1,3,
202100723,ADMG1005,AP,1,96,89,"9,08","7,45",24.0,76.0,77.0,"8,22",24.0,"8,22",5.0,N,,,,0,0,2,1,3,
202105318,ADMG1005,AP,1,99,94,"9,51","7,45",25.0,86.0,84.0,"8,80",25.0,"8,80",5.0,N,,,,0,0,1,1,3,
201702651,ADMG1005,AP,1,81,77,"7,75","7,45",35.0,54.0,53.0,"5,96",21.0,"7,06",13.0,S,"4,08","4,72",,0,0,0,3,1,
201801149,ADMG1005,AP,2,64,65,"6,67","7,45",35.0,61.0,61.0,"6,63",29.0,"7,53",10.0,S,"1,48","4,82",,0,0,0,3,3,
201804382,ADMG1005,AP,1,82,79,"7,73","7,45",36.0,68.0,58.0,"6,74",30.0,"7,49",10.0,N,"3,05","2,79",,0,2,1,2,0,
201807286,ADMG1005,RP,1,61,42,"5,76","7,45",39.0,60.0,53.0,"6,05",27.0,"7,39",10.0,N,"2,86","5,14",,0,0,1,2,1,
201905866,ADMG1005,AP,1,72,81,"7,57","7,45",35.0,65.0,62.0,"6,80",26.0,"7,67",9.0,N,"3,87","5,16",,0,0,0,1,1,
201907094,ADMG1005,AP,1,89,63,"7,57","7,45",39.0,68.0,67.0,"7,04",36.0,"7,30",9.0,N,"3,46","4,97",,0,0,1,1,3,
201911310,ADMG1005,AP,1,75,49,"6,53","7,45",28.0,59.0,59.0,"6,25",19.0,"7,15",8.0,S,"4,52","4,03",,0,0,1,1,3,
201916905,ADMG1005,AP,1,74,75,"7,88","7,45",33.0,77.0,75.0,"7,71",29.0,"8,18",9.0,N,"4,09","4,97",,0,0,0,1,4,
202006136,ADMG1005,AP,1,78,66,"6,66","7,45",30.0,70.0,68.0,"6,99",24.0,"7,34",7.0,N,"5,51","5,95",,0,0,0,1,4,
202105813,ADMG1005,AP,1,91,86,"8,65","7,45",20.0,73.0,67.0,"7,52",20.0,"7,52",5.0,N,,,,0,0,0,1,3,
202109880,ADMG1005,AP,1,86,75,"8,03","7,45",16.0,84.0,73.0,"8,10",16.0,"8,10",4.0,N,,,,0,0,1,2,2,
201901576,ADMG1005,AP,1,91,94,"9,23","7,45",45.0,84.0,86.0,"8,72",45.0,"8,72",10.0,N,,,,0,0,0,1,0,
201910072,ADMG1005,AP,1,93,92,"9,17","7,45",38.0,85.0,83.0,"8,59",38.0,"8,59",9.0,N,,,,0,0,0,2,1,
202002812,ADMG1005,AP,1,93,76,"8,43","7,45",30.0,87.0,85.0,"8,82",30.0,"8,82",7.0,N,,,,0,0,1,1,2,
202003984,ADMG1005,AP,1,63,88,"7,98","7,45",29.0,83.0,82.0,"8,44",29.0,"8,44",8.0,N,,,,0,0,0,1,4,
202005088,ADMG1005,AP,1,88,63,"7,56","7,45",26.0,77.0,75.0,"7,97",26.0,"7,97",9.0,N,,,,0,0,0,1,4,
202008496,ADMG1005,AP,1,89,74,"8,31","7,45",32.0,79.0,78.0,"8,18",32.0,"8,18",8.0,N,,,,0,0,0,1,2,
