"COD_ESTUDIANTE","ANIO","TERMINO","DENOMINADOR","NUMERADOR"
"202202297","2022","1S",6,33.00
"200632446","2022","1S",11,21.15
"200513075","2022","1S",14,0.00
"200119139","2022","1S",18,81.60
"202010518","2022","1S",18,143.10
"200106490","2022","1S",20,79.40
"200711786","2022","1S",22,71.04
"200017200","2022","1S",23,164.18
"200209617","2022","1S",23,107.15
"202112504","2022","1S",24,87.33
"202100145","2022","1S",27,212.76
"202107173","2022","1S",27,180.36
"202107306","2022","1S",27,176.49
"202107520","2022","1S",27,215.64
"202107553","2022","1S",27,235.17
"202108015","2022","1S",27,216.99
"202108973","2022","1S",27,148.95
"202110011","2022","1S",27,213.57
"202110193","2022","1S",27,204.03
"202111100","2022","1S",27,182.52
"202111753","2022","1S",27,213.21
"202112298","2022","1S",27,211.86
"202112850","2022","1S",27,180.81
"200400422","2022","1S",30,129.12
"202104345","2022","1S",30,92.79
"202106951","2022","1S",30,59.28
"202109351","2022","1S",30,244.68
"202109633","2022","1S",30,214.38
"202110979","2022","1S",30,236.04
"202112223","2022","1S",30,242.91
"200400109","2022","1S",33,90.60
"202006086","2022","1S",33,71.37
"202101739","2022","1S",33,225.42
"202105425","2022","1S",33,238.71
"202106969","2022","1S",33,243.42
"202106977","2022","1S",33,250.62
"202107215","2022","1S",33,255.66
"202107256","2022","1S",33,257.64
"202107348","2022","1S",33,247.74
"202107371","2022","1S",33,219.00
"202107439","2022","1S",33,180.78
"202107447","2022","1S",33,265.38
"202107462","2022","1S",33,251.01
"202107504","2022","1S",33,266.22
"202107561","2022","1S",33,224.70
"202107819","2022","1S",33,270.87
"202108205","2022","1S",33,273.39
"202108288","2022","1S",33,257.34
"202108494","2022","1S",33,267.21
"202109070","2022","1S",33,247.53
"202109260","2022","1S",33,260.67
"202109682","2022","1S",33,283.32
"202109815","2022","1S",33,282.72
"202110565","2022","1S",33,266.52
"202111241","2022","1S",33,278.73
"202111761","2022","1S",33,287.61
"202111779","2022","1S",33,219.45
"202111787","2022","1S",33,266.07
"202111878","2022","1S",33,268.20
"202112066","2022","1S",33,248.55
"202112074","2022","1S",33,174.15
"202112082","2022","1S",33,203.61
"202112280","2022","1S",33,274.44
"202112322","2022","1S",33,192.12
"202112520","2022","1S",33,299.52
"202112769","2022","1S",33,240.57
"202112918","2022","1S",33,145.38
"202010542","2022","1S",36,164.25
"202100244","2022","1S",36,252.45
"202106944","2022","1S",36,269.61
"202106985","2022","1S",36,264.33
"202107298","2022","1S",36,227.70
"202107314","2022","1S",36,259.74
"202107488","2022","1S",36,265.17
"202107496","2022","1S",36,257.04
"202107603","2022","1S",36,242.19
"202107660","2022","1S",36,255.21
"202107744","2022","1S",36,275.85
"202107751","2022","1S",36,266.31
"202107769","2022","1S",36,272.16
"202107777","2022","1S",36,243.63
"202107793","2022","1S",36,251.10
"202107918","2022","1S",36,254.61
"202107991","2022","1S",36,205.29
"202108007","2022","1S",36,256.14
"202108023","2022","1S",36,268.38
"202108056","2022","1S",36,245.52
"202108254","2022","1S",36,280.71
"202108411","2022","1S",36,274.95
"202108676","2022","1S",36,272.97
"202108742","2022","1S",36,216.63
"202108866","2022","1S",36,308.04
"202109088","2022","1S",36,286.26
"202109278","2022","1S",36,286.83
"202109658","2022","1S",36,292.50
"202109781","2022","1S",36,323.37
"202109997","2022","1S",36,240.21
"202110029","2022","1S",36,220.32
"202110045","2022","1S",36,271.44
"202110094","2022","1S",36,200.97
"202110219","2022","1S",36,257.40
"202110284","2022","1S",36,274.50
"202110292","2022","1S",36,305.55
"202110441","2022","1S",36,166.59
"202110813","2022","1S",36,228.15
"202110961","2022","1S",36,235.89
"202111027","2022","1S",36,266.22
"202111043","2022","1S",36,219.15
"202111126","2022","1S",36,274.50
